LGA_NAME16	Year	IndigenousStatus	persons
Goulburn Mulwaree (A)	2016	Non-indigenous	28419
Goulburn Mulwaree (A)	2016	Torres Strait Islander	32
Greater Hume Shire (A)	2006	Aboriginal	148
Greater Hume Shire (A)	2006	Both Aboriginal & Torres Strait Islander	0
Greater Hume Shire (A)	2006	Non-indigenous	9566
Greater Hume Shire (A)	2006	Torres Strait Islander	13
Greater Hume Shire (A)	2011	Aboriginal	172
Greater Hume Shire (A)	2011	Both Aboriginal & Torres Strait Islander	9
Greater Hume Shire (A)	2011	Non-indigenous	9621
Greater Hume Shire (A)	2011	Torres Strait Islander	15
Greater Hume Shire (A)	2016	Aboriginal	319
Greater Hume Shire (A)	2016	Both Aboriginal & Torres Strait Islander	9
Greater Hume Shire (A)	2016	Non-indigenous	10017
Greater Hume Shire (A)	2016	Torres Strait Islander	6
Griffith (C)	2006	Aboriginal	847
Griffith (C)	2006	Both Aboriginal & Torres Strait Islander	24
Griffith (C)	2006	Non-indigenous	22901
Griffith (C)	2006	Torres Strait Islander	26
Griffith (C)	2011	Aboriginal	982
Griffith (C)	2011	Both Aboriginal & Torres Strait Islander	4
Griffith (C)	2011	Non-indigenous	23358
Griffith (C)	2011	Torres Strait Islander	19
Griffith (C)	2016	Aboriginal	1194
Griffith (C)	2016	Both Aboriginal & Torres Strait Islander	10
Griffith (C)	2016	Non-indigenous	24414
Griffith (C)	2016	Torres Strait Islander	23
Gundagai (A)	2006	Aboriginal	310
Gundagai (A)	2006	Both Aboriginal & Torres Strait Islander	9
Gundagai (A)	2006	Non-indigenous	10675
Gundagai (A)	2006	Torres Strait Islander	12
Gundagai (A)	2011	Aboriginal	360
Gundagai (A)	2011	Both Aboriginal & Torres Strait Islander	6
Gundagai (A)	2011	Non-indigenous	10626
Gundagai (A)	2011	Torres Strait Islander	7
Gundagai (A)	2016	Aboriginal	493
Gundagai (A)	2016	Both Aboriginal & Torres Strait Islander	5
Gundagai (A)	2016	Non-indigenous	10628
Gundagai (A)	2016	Torres Strait Islander	15
Gunnedah (A)	2006	Aboriginal	1139
Gunnedah (A)	2006	Both Aboriginal & Torres Strait Islander	18
Gunnedah (A)	2006	Non-indigenous	10351
Gunnedah (A)	2006	Torres Strait Islander	16
Gunnedah (A)	2011	Aboriginal	1330
Gunnedah (A)	2011	Both Aboriginal & Torres Strait Islander	11
Gunnedah (A)	2011	Non-indigenous	10710
Gunnedah (A)	2011	Torres Strait Islander	14
Gunnedah (A)	2016	Aboriginal	1520
Gunnedah (A)	2016	Both Aboriginal & Torres Strait Islander	22
Gunnedah (A)	2016	Non-indigenous	10648
Gunnedah (A)	2016	Torres Strait Islander	25
Gwydir (A)	2006	Aboriginal	118
Gwydir (A)	2006	Both Aboriginal & Torres Strait Islander	3
Gwydir (A)	2006	Non-indigenous	5177
Gwydir (A)	2006	Torres Strait Islander	12
Gwydir (A)	2011	Aboriginal	161
Gwydir (A)	2011	Both Aboriginal & Torres Strait Islander	3
Gwydir (A)	2011	Non-indigenous	4775
Gwydir (A)	2011	Torres Strait Islander	26
Gwydir (A)	2016	Aboriginal	281
Gwydir (A)	2016	Both Aboriginal & Torres Strait Islander	6
Gwydir (A)	2016	Non-indigenous	4955
Gwydir (A)	2016	Torres Strait Islander	16
Hawkesbury (C)	2006	Aboriginal	1112
Hawkesbury (C)	2006	Both Aboriginal & Torres Strait Islander	18
Hawkesbury (C)	2006	Non-indigenous	59399
Hawkesbury (C)	2006	Torres Strait Islander	28
Hawkesbury (C)	2011	Aboriginal	1554
Hawkesbury (C)	2011	Both Aboriginal & Torres Strait Islander	23
Hawkesbury (C)	2011	Non-indigenous	60741
Hawkesbury (C)	2011	Torres Strait Islander	35
Hawkesbury (C)	2016	Aboriginal	2336
Hawkesbury (C)	2016	Both Aboriginal & Torres Strait Islander	20
Hawkesbury (C)	2016	Non-indigenous	62202
Hawkesbury (C)	2016	Torres Strait Islander	34
Hay (A)	2006	Aboriginal	142
Hay (A)	2006	Both Aboriginal & Torres Strait Islander	0
Hay (A)	2006	Non-indigenous	3233
Hay (A)	2006	Torres Strait Islander	4
Hay (A)	2011	Aboriginal	161
Hay (A)	2011	Both Aboriginal & Torres Strait Islander	0
Hay (A)	2011	Non-indigenous	2797
Hay (A)	2011	Torres Strait Islander	0
Hay (A)	2016	Aboriginal	173
Hay (A)	2016	Both Aboriginal & Torres Strait Islander	3
Hay (A)	2016	Non-indigenous	2770
Hay (A)	2016	Torres Strait Islander	0
Hilltops (A)	2006	Aboriginal	418
Hilltops (A)	2006	Both Aboriginal & Torres Strait Islander	5
Hilltops (A)	2006	Non-indigenous	17405
Hilltops (A)	2006	Torres Strait Islander	33
Hilltops (A)	2011	Aboriginal	560
Hilltops (A)	2011	Both Aboriginal & Torres Strait Islander	8
Hilltops (A)	2011	Non-indigenous	17635
Hilltops (A)	2011	Torres Strait Islander	10
Hilltops (A)	2016	Aboriginal	792
Hilltops (A)	2016	Both Aboriginal & Torres Strait Islander	10
Hilltops (A)	2016	Non-indigenous	17676
Hilltops (A)	2016	Torres Strait Islander	20
Hornsby (A)	2006	Aboriginal	381
Hornsby (A)	2006	Both Aboriginal & Torres Strait Islander	18
Hornsby (A)	2006	Non-indigenous	131833
Hornsby (A)	2006	Torres Strait Islander	24
Hornsby (A)	2011	Aboriginal	475
Hornsby (A)	2011	Both Aboriginal & Torres Strait Islander	11
Hornsby (A)	2011	Non-indigenous	136721
Hornsby (A)	2011	Torres Strait Islander	30
Hornsby (A)	2016	Aboriginal	631
Hornsby (A)	2016	Both Aboriginal & Torres Strait Islander	7
Hornsby (A)	2016	Non-indigenous	142011
Hornsby (A)	2016	Torres Strait Islander	18
Hunters Hill (A)	2006	Aboriginal	59
Hunters Hill (A)	2006	Both Aboriginal & Torres Strait Islander	5
Hunters Hill (A)	2006	Non-indigenous	13168
Hunters Hill (A)	2006	Torres Strait Islander	10
Hunters Hill (A)	2011	Aboriginal	50
Hunters Hill (A)	2011	Both Aboriginal & Torres Strait Islander	3
Hunters Hill (A)	2011	Non-indigenous	13163
Hunters Hill (A)	2011	Torres Strait Islander	0
Hunters Hill (A)	2016	Aboriginal	74
Hunters Hill (A)	2016	Both Aboriginal & Torres Strait Islander	3
Hunters Hill (A)	2016	Non-indigenous	13919
Hunters Hill (A)	2016	Torres Strait Islander	3
Inner West (A)	2006	Aboriginal	1568
Inner West (A)	2006	Both Aboriginal & Torres Strait Islander	34
Inner West (A)	2006	Non-indigenous	158574
Inner West (A)	2006	Torres Strait Islander	86
Inner West (A)	2011	Aboriginal	1729
Inner West (A)	2011	Both Aboriginal & Torres Strait Islander	54
Inner West (A)	2011	Non-indigenous	168061
Inner West (A)	2011	Torres Strait Islander	73
Inner West (A)	2016	Aboriginal	1910
Inner West (A)	2016	Both Aboriginal & Torres Strait Islander	60
Inner West (A)	2016	Non-indigenous	180010
Inner West (A)	2016	Torres Strait Islander	63
Inverell (A)	2006	Aboriginal	782
Inverell (A)	2006	Both Aboriginal & Torres Strait Islander	6
Inverell (A)	2006	Non-indigenous	14681
Inverell (A)	2006	Torres Strait Islander	36
Inverell (A)	2011	Aboriginal	1000
Inverell (A)	2011	Both Aboriginal & Torres Strait Islander	22
Inverell (A)	2011	Non-indigenous	15023
Inverell (A)	2011	Torres Strait Islander	32
Inverell (A)	2016	Aboriginal	1359
Inverell (A)	2016	Both Aboriginal & Torres Strait Islander	36
Inverell (A)	2016	Non-indigenous	15074
Inverell (A)	2016	Torres Strait Islander	14
Junee (A)	2006	Aboriginal	309
Junee (A)	2006	Both Aboriginal & Torres Strait Islander	3
Junee (A)	2006	Non-indigenous	5462
Junee (A)	2006	Torres Strait Islander	3
Junee (A)	2011	Aboriginal	384
Junee (A)	2011	Both Aboriginal & Torres Strait Islander	3
Junee (A)	2011	Non-indigenous	5481
Junee (A)	2011	Torres Strait Islander	11
Junee (A)	2016	Aboriginal	470
Junee (A)	2016	Both Aboriginal & Torres Strait Islander	14
Junee (A)	2016	Non-indigenous	5804
Junee (A)	2016	Torres Strait Islander	7
Kempsey (A)	2006	Aboriginal	2441
Kempsey (A)	2006	Both Aboriginal & Torres Strait Islander	69
Kempsey (A)	2006	Non-indigenous	24844
Kempsey (A)	2006	Torres Strait Islander	31
Kempsey (A)	2011	Aboriginal	3032
Kempsey (A)	2011	Both Aboriginal & Torres Strait Islander	67
Kempsey (A)	2011	Non-indigenous	25013
Kempsey (A)	2011	Torres Strait Islander	22
Kempsey (A)	2016	Aboriginal	3234
Kempsey (A)	2016	Both Aboriginal & Torres Strait Islander	87
Kempsey (A)	2016	Non-indigenous	25540
Kempsey (A)	2016	Torres Strait Islander	24
Kiama (A)	2006	Aboriginal	215
Kiama (A)	2006	Both Aboriginal & Torres Strait Islander	3
Kiama (A)	2006	Non-indigenous	18759
Kiama (A)	2006	Torres Strait Islander	6
Kiama (A)	2011	Aboriginal	268
Kiama (A)	2011	Both Aboriginal & Torres Strait Islander	8
Kiama (A)	2011	Non-indigenous	19703
Kiama (A)	2011	Torres Strait Islander	6
Kiama (A)	2016	Aboriginal	374
Kiama (A)	2016	Both Aboriginal & Torres Strait Islander	9
Kiama (A)	2016	Non-indigenous	21068
Kiama (A)	2016	Torres Strait Islander	13
Ku-ring-gai (A)	2006	Aboriginal	104
Ku-ring-gai (A)	2006	Both Aboriginal & Torres Strait Islander	0
Ku-ring-gai (A)	2006	Non-indigenous	100972
Ku-ring-gai (A)	2006	Torres Strait Islander	6
Ku-ring-gai (A)	2011	Aboriginal	124
Ku-ring-gai (A)	2011	Both Aboriginal & Torres Strait Islander	3
Ku-ring-gai (A)	2011	Non-indigenous	109149
Ku-ring-gai (A)	2011	Torres Strait Islander	23
Ku-ring-gai (A)	2016	Aboriginal	192
Ku-ring-gai (A)	2016	Both Aboriginal & Torres Strait Islander	8
Ku-ring-gai (A)	2016	Non-indigenous	117836
Ku-ring-gai (A)	2016	Torres Strait Islander	17
Kyogle (A)	2006	Aboriginal	505
Kyogle (A)	2006	Both Aboriginal & Torres Strait Islander	18
Kyogle (A)	2006	Non-indigenous	8727
Kyogle (A)	2006	Torres Strait Islander	7
Kyogle (A)	2011	Aboriginal	469
Kyogle (A)	2011	Both Aboriginal & Torres Strait Islander	7
Kyogle (A)	2011	Non-indigenous	8735
Kyogle (A)	2011	Torres Strait Islander	16
Kyogle (A)	2016	Aboriginal	362
Kyogle (A)	2016	Both Aboriginal & Torres Strait Islander	6
Kyogle (A)	2016	Non-indigenous	8567
Kyogle (A)	2016	Torres Strait Islander	5
Lachlan (A)	2006	Aboriginal	963
Lachlan (A)	2006	Both Aboriginal & Torres Strait Islander	15
Lachlan (A)	2006	Non-indigenous	5683
Lachlan (A)	2006	Torres Strait Islander	11
Lachlan (A)	2011	Aboriginal	1045
Lachlan (A)	2011	Both Aboriginal & Torres Strait Islander	7
Lachlan (A)	2011	Non-indigenous	5418
Lachlan (A)	2011	Torres Strait Islander	7
Lachlan (A)	2016	Aboriginal	1080
Lachlan (A)	2016	Both Aboriginal & Torres Strait Islander	4
Lachlan (A)	2016	Non-indigenous	5101
Lachlan (A)	2016	Torres Strait Islander	9
Lake Macquarie (C)	2006	Aboriginal	4087
Lake Macquarie (C)	2006	Both Aboriginal & Torres Strait Islander	85
Lake Macquarie (C)	2006	Non-indigenous	178840
Lake Macquarie (C)	2006	Torres Strait Islander	130
Lake Macquarie (C)	2011	Aboriginal	5384
Lake Macquarie (C)	2011	Both Aboriginal & Torres Strait Islander	80
Lake Macquarie (C)	2011	Non-indigenous	183412
Lake Macquarie (C)	2011	Torres Strait Islander	129
Lake Macquarie (C)	2016	Aboriginal	7721
Lake Macquarie (C)	2016	Both Aboriginal & Torres Strait Islander	151
Lake Macquarie (C)	2016	Non-indigenous	189342
Lake Macquarie (C)	2016	Torres Strait Islander	157
Lane Cove (A)	2006	Aboriginal	59
Lane Cove (A)	2006	Both Aboriginal & Torres Strait Islander	0
Lane Cove (A)	2006	Non-indigenous	30363
Lane Cove (A)	2006	Torres Strait Islander	5
Lane Cove (A)	2011	Aboriginal	71
Lane Cove (A)	2011	Both Aboriginal & Torres Strait Islander	9
Lane Cove (A)	2011	Non-indigenous	31427
Lane Cove (A)	2011	Torres Strait Islander	3
Lane Cove (A)	2016	Aboriginal	113
Lane Cove (A)	2016	Both Aboriginal & Torres Strait Islander	3
Lane Cove (A)	2016	Non-indigenous	35935
Lane Cove (A)	2016	Torres Strait Islander	0
Leeton (A)	2006	Aboriginal	469
Leeton (A)	2006	Both Aboriginal & Torres Strait Islander	10
Leeton (A)	2006	Non-indigenous	10612
Leeton (A)	2006	Torres Strait Islander	18
Leeton (A)	2011	Aboriginal	637
Leeton (A)	2011	Both Aboriginal & Torres Strait Islander	0
Leeton (A)	2011	Non-indigenous	10389
Leeton (A)	2011	Torres Strait Islander	13
Leeton (A)	2016	Aboriginal	617
Leeton (A)	2016	Both Aboriginal & Torres Strait Islander	4
Leeton (A)	2016	Non-indigenous	10535
Leeton (A)	2016	Torres Strait Islander	12
Lismore (C)	2006	Aboriginal	1455
Lismore (C)	2006	Both Aboriginal & Torres Strait Islander	69
Lismore (C)	2006	Non-indigenous	40626
Lismore (C)	2006	Torres Strait Islander	59
Lismore (C)	2011	Aboriginal	1796
Lismore (C)	2011	Both Aboriginal & Torres Strait Islander	71
Lismore (C)	2011	Non-indigenous	40850
Lismore (C)	2011	Torres Strait Islander	47
Lismore (C)	2016	Aboriginal	2051
Lismore (C)	2016	Both Aboriginal & Torres Strait Islander	58
Lismore (C)	2016	Non-indigenous	40972
Lismore (C)	2016	Torres Strait Islander	54
Lithgow (C)	2006	Aboriginal	565
Lithgow (C)	2006	Both Aboriginal & Torres Strait Islander	13
Lithgow (C)	2006	Non-indigenous	19151
Lithgow (C)	2006	Torres Strait Islander	31
Lithgow (C)	2011	Aboriginal	856
Lithgow (C)	2011	Both Aboriginal & Torres Strait Islander	3
Lithgow (C)	2011	Non-indigenous	19258
Lithgow (C)	2011	Torres Strait Islander	45
Lithgow (C)	2016	Aboriginal	1158
Lithgow (C)	2016	Both Aboriginal & Torres Strait Islander	17
Lithgow (C)	2016	Non-indigenous	19880
Lithgow (C)	2016	Torres Strait Islander	35
Liverpool (C)	2006	Aboriginal	2057
Liverpool (C)	2006	Both Aboriginal & Torres Strait Islander	52
Liverpool (C)	2006	Non-indigenous	162408
Liverpool (C)	2006	Torres Strait Islander	84
Liverpool (C)	2011	Aboriginal	2510
Liverpool (C)	2011	Both Aboriginal & Torres Strait Islander	56
Liverpool (C)	2011	Non-indigenous	177463
Liverpool (C)	2011	Torres Strait Islander	112
Liverpool (C)	2016	Aboriginal	2907
Liverpool (C)	2016	Both Aboriginal & Torres Strait Islander	27
Liverpool (C)	2016	Non-indigenous	201320
Liverpool (C)	2016	Torres Strait Islander	72
Liverpool Plains (A)	2006	Aboriginal	705
Liverpool Plains (A)	2006	Both Aboriginal & Torres Strait Islander	11
Liverpool Plains (A)	2006	Non-indigenous	6818
Liverpool Plains (A)	2006	Torres Strait Islander	3
Liverpool Plains (A)	2011	Aboriginal	781
Liverpool Plains (A)	2011	Both Aboriginal & Torres Strait Islander	12
Liverpool Plains (A)	2011	Non-indigenous	6663
Liverpool Plains (A)	2011	Torres Strait Islander	23
Liverpool Plains (A)	2016	Aboriginal	925
Liverpool Plains (A)	2016	Both Aboriginal & Torres Strait Islander	11
Liverpool Plains (A)	2016	Non-indigenous	6729
Liverpool Plains (A)	2016	Torres Strait Islander	22
Lockhart (A)	2006	Aboriginal	39
Lockhart (A)	2006	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2006	Non-indigenous	3143
Lockhart (A)	2006	Torres Strait Islander	0
Lockhart (A)	2011	Aboriginal	76
Lockhart (A)	2011	Both Aboriginal & Torres Strait Islander	0
Lockhart (A)	2011	Non-indigenous	2920
Lockhart (A)	2011	Torres Strait Islander	0
Lockhart (A)	2016	Aboriginal	101
Lockhart (A)	2016	Both Aboriginal & Torres Strait Islander	4
Lockhart (A)	2016	Non-indigenous	3011
Lockhart (A)	2016	Torres Strait Islander	3
Maitland (C)	2006	Aboriginal	1534
Maitland (C)	2006	Both Aboriginal & Torres Strait Islander	35
Maitland (C)	2006	Non-indigenous	60257
Maitland (C)	2006	Torres Strait Islander	57
Maitland (C)	2011	Aboriginal	2232
Maitland (C)	2011	Both Aboriginal & Torres Strait Islander	59
Maitland (C)	2011	Non-indigenous	65123
Maitland (C)	2011	Torres Strait Islander	65
Maitland (C)	2016	Aboriginal	3867
Maitland (C)	2016	Both Aboriginal & Torres Strait Islander	114
Maitland (C)	2016	Non-indigenous	73215
Maitland (C)	2016	Torres Strait Islander	109
Mid-Coast (A)	2006	Aboriginal	2891
Mid-Coast (A)	2006	Both Aboriginal & Torres Strait Islander	105
Mid-Coast (A)	2006	Non-indigenous	79605
Mid-Coast (A)	2006	Torres Strait Islander	106
Mid-Coast (A)	2011	Aboriginal	3878
Mid-Coast (A)	2011	Both Aboriginal & Torres Strait Islander	75
Mid-Coast (A)	2011	Non-indigenous	81794
Mid-Coast (A)	2011	Torres Strait Islander	101
Mid-Coast (A)	2016	Aboriginal	5371
Mid-Coast (A)	2016	Both Aboriginal & Torres Strait Islander	95
Mid-Coast (A)	2016	Non-indigenous	84730
Mid-Coast (A)	2016	Torres Strait Islander	107
Mid-Western Regional (A)	2006	Aboriginal	552
Mid-Western Regional (A)	2006	Both Aboriginal & Torres Strait Islander	8
Mid-Western Regional (A)	2006	Non-indigenous	20521
Mid-Western Regional (A)	2006	Torres Strait Islander	7
Mid-Western Regional (A)	2011	Aboriginal	839
Mid-Western Regional (A)	2011	Both Aboriginal & Torres Strait Islander	9
Mid-Western Regional (A)	2011	Non-indigenous	21450
Mid-Western Regional (A)	2011	Torres Strait Islander	22
Mid-Western Regional (A)	2016	Aboriginal	1283
Mid-Western Regional (A)	2016	Both Aboriginal & Torres Strait Islander	8
Mid-Western Regional (A)	2016	Non-indigenous	22766
Mid-Western Regional (A)	2016	Torres Strait Islander	19
Moree Plains (A)	2006	Aboriginal	2675
Moree Plains (A)	2006	Both Aboriginal & Torres Strait Islander	20
Moree Plains (A)	2006	Non-indigenous	11272
Moree Plains (A)	2006	Torres Strait Islander	6
Moree Plains (A)	2011	Aboriginal	2733
Moree Plains (A)	2011	Both Aboriginal & Torres Strait Islander	29
Moree Plains (A)	2011	Non-indigenous	10640
Moree Plains (A)	2011	Torres Strait Islander	26
Moree Plains (A)	2016	Aboriginal	2779
Moree Plains (A)	2016	Both Aboriginal & Torres Strait Islander	48
Moree Plains (A)	2016	Non-indigenous	10311
Moree Plains (A)	2016	Torres Strait Islander	21
Mosman (A)	2006	Aboriginal	21
Mosman (A)	2006	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2006	Non-indigenous	26212
Mosman (A)	2006	Torres Strait Islander	4
Mosman (A)	2011	Aboriginal	28
Mosman (A)	2011	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2011	Non-indigenous	27424
Mosman (A)	2011	Torres Strait Islander	0
Mosman (A)	2016	Aboriginal	57
Mosman (A)	2016	Both Aboriginal & Torres Strait Islander	0
Mosman (A)	2016	Non-indigenous	28418
Mosman (A)	2016	Torres Strait Islander	0
Murray River (A)	2006	Aboriginal	270
Murray River (A)	2006	Both Aboriginal & Torres Strait Islander	3
Murray River (A)	2006	Non-indigenous	10498
Murray River (A)	2006	Torres Strait Islander	11
Murray River (A)	2011	Aboriginal	321
Murray River (A)	2011	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2011	Non-indigenous	10593
Murray River (A)	2011	Torres Strait Islander	4
Murray River (A)	2016	Aboriginal	365
Murray River (A)	2016	Both Aboriginal & Torres Strait Islander	0
Murray River (A)	2016	Non-indigenous	11309
Murray River (A)	2016	Torres Strait Islander	6
Murrumbidgee (A)	2006	Aboriginal	238
Murrumbidgee (A)	2006	Both Aboriginal & Torres Strait Islander	5
Murrumbidgee (A)	2006	Non-indigenous	3892
Murrumbidgee (A)	2006	Torres Strait Islander	10
Murrumbidgee (A)	2011	Aboriginal	255
Murrumbidgee (A)	2011	Both Aboriginal & Torres Strait Islander	7
Murrumbidgee (A)	2011	Non-indigenous	3482
Murrumbidgee (A)	2011	Torres Strait Islander	9
Murrumbidgee (A)	2016	Aboriginal	280
Murrumbidgee (A)	2016	Both Aboriginal & Torres Strait Islander	4
Murrumbidgee (A)	2016	Non-indigenous	3549
Murrumbidgee (A)	2016	Torres Strait Islander	3
Muswellbrook (A)	2006	Aboriginal	693
Muswellbrook (A)	2006	Both Aboriginal & Torres Strait Islander	9
Muswellbrook (A)	2006	Non-indigenous	14511
Muswellbrook (A)	2006	Torres Strait Islander	23
Muswellbrook (A)	2011	Aboriginal	821
Muswellbrook (A)	2011	Both Aboriginal & Torres Strait Islander	6
Muswellbrook (A)	2011	Non-indigenous	14949
Muswellbrook (A)	2011	Torres Strait Islander	17
Muswellbrook (A)	2016	Aboriginal	1309
Muswellbrook (A)	2016	Both Aboriginal & Torres Strait Islander	19
Muswellbrook (A)	2016	Non-indigenous	14743
Muswellbrook (A)	2016	Torres Strait Islander	15
Nambucca (A)	2006	Aboriginal	1008
Nambucca (A)	2006	Both Aboriginal & Torres Strait Islander	7
Nambucca (A)	2006	Non-indigenous	16863
Nambucca (A)	2006	Torres Strait Islander	16
Nambucca (A)	2011	Aboriginal	1321
Nambucca (A)	2011	Both Aboriginal & Torres Strait Islander	14
Nambucca (A)	2011	Non-indigenous	17281
Nambucca (A)	2011	Torres Strait Islander	27
Nambucca (A)	2016	Aboriginal	1399
Nambucca (A)	2016	Both Aboriginal & Torres Strait Islander	39
Nambucca (A)	2016	Non-indigenous	17754
Nambucca (A)	2016	Torres Strait Islander	20
Narrabri (A)	2006	Aboriginal	1150
Narrabri (A)	2006	Both Aboriginal & Torres Strait Islander	22
Narrabri (A)	2006	Non-indigenous	11912
Narrabri (A)	2006	Torres Strait Islander	29
Narrabri (A)	2011	Aboriginal	1334
Narrabri (A)	2011	Both Aboriginal & Torres Strait Islander	27
Narrabri (A)	2011	Non-indigenous	11536
Narrabri (A)	2011	Torres Strait Islander	29
Narrabri (A)	2016	Aboriginal	1518
Narrabri (A)	2016	Both Aboriginal & Torres Strait Islander	47
Narrabri (A)	2016	Non-indigenous	11491
Narrabri (A)	2016	Torres Strait Islander	28
Narrandera (A)	2006	Aboriginal	554
Narrandera (A)	2006	Both Aboriginal & Torres Strait Islander	9
Narrandera (A)	2006	Non-indigenous	5448
