LGA_NAME16	Year	Age	persons
Murweh (S)	2016	25-34	533
Murweh (S)	2016	35-44	496
Murweh (S)	2016	45-54	598
Murweh (S)	2016	55-64	601
Murweh (S)	2016	65-74	364
Murweh (S)	2016	75-84	221
Murweh (S)	2016	85+	102
Napranum (S)	2006	0-4	106
Napranum (S)	2006	5-14	177
Napranum (S)	2006	15-19	76
Napranum (S)	2006	20-24	64
Napranum (S)	2006	25-34	132
Napranum (S)	2006	35-44	112
Napranum (S)	2006	45-54	87
Napranum (S)	2006	55-64	53
Napranum (S)	2006	65-74	19
Napranum (S)	2006	75-84	3
Napranum (S)	2006	85+	3
Napranum (S)	2011	0-4	99
Napranum (S)	2011	5-14	190
Napranum (S)	2011	15-19	87
Napranum (S)	2011	20-24	69
Napranum (S)	2011	25-34	114
Napranum (S)	2011	35-44	122
Napranum (S)	2011	45-54	95
Napranum (S)	2011	55-64	51
Napranum (S)	2011	65-74	25
Napranum (S)	2011	75-84	11
Napranum (S)	2011	85+	0
Napranum (S)	2016	0-4	105
Napranum (S)	2016	5-14	187
Napranum (S)	2016	15-19	84
Napranum (S)	2016	20-24	99
Napranum (S)	2016	25-34	136
Napranum (S)	2016	35-44	120
Napranum (S)	2016	45-54	124
Napranum (S)	2016	55-64	70
Napranum (S)	2016	65-74	28
Napranum (S)	2016	75-84	10
Napranum (S)	2016	85+	0
Noosa (S)	2006	0-4	2443
Noosa (S)	2006	5-14	6292
Noosa (S)	2006	15-19	2811
Noosa (S)	2006	20-24	1779
Noosa (S)	2006	25-34	4348
Noosa (S)	2006	35-44	6832
Noosa (S)	2006	45-54	7384
Noosa (S)	2006	55-64	6817
Noosa (S)	2006	65-74	4323
Noosa (S)	2006	75-84	2539
Noosa (S)	2006	85+	835
Noosa (S)	2011	0-4	2408
Noosa (S)	2011	5-14	6223
Noosa (S)	2011	15-19	2915
Noosa (S)	2011	20-24	1839
Noosa (S)	2011	25-34	3902
Noosa (S)	2011	35-44	6452
Noosa (S)	2011	45-54	7917
Noosa (S)	2011	55-64	7711
Noosa (S)	2011	65-74	5636
Noosa (S)	2011	75-84	2823
Noosa (S)	2011	85+	1130
Noosa (S)	2016	0-4	2170
Noosa (S)	2016	5-14	6278
Noosa (S)	2016	15-19	2838
Noosa (S)	2016	20-24	1846
Noosa (S)	2016	25-34	3887
Noosa (S)	2016	35-44	6144
Noosa (S)	2016	45-54	7959
Noosa (S)	2016	55-64	8442
Noosa (S)	2016	65-74	7647
Noosa (S)	2016	75-84	3565
Noosa (S)	2016	85+	1373
North Burnett (R)	2006	0-4	629
North Burnett (R)	2006	5-14	1452
North Burnett (R)	2006	15-19	499
North Burnett (R)	2006	20-24	513
North Burnett (R)	2006	25-34	970
North Burnett (R)	2006	35-44	1349
North Burnett (R)	2006	45-54	1452
North Burnett (R)	2006	55-64	1493
North Burnett (R)	2006	65-74	1002
North Burnett (R)	2006	75-84	574
North Burnett (R)	2006	85+	209
North Burnett (R)	2011	0-4	595
North Burnett (R)	2011	5-14	1387
North Burnett (R)	2011	15-19	510
North Burnett (R)	2011	20-24	398
North Burnett (R)	2011	25-34	971
North Burnett (R)	2011	35-44	1222
North Burnett (R)	2011	45-54	1437
North Burnett (R)	2011	55-64	1552
North Burnett (R)	2011	65-74	1247
North Burnett (R)	2011	75-84	603
North Burnett (R)	2011	85+	216
North Burnett (R)	2016	0-4	518
North Burnett (R)	2016	5-14	1339
North Burnett (R)	2016	15-19	538
North Burnett (R)	2016	20-24	444
North Burnett (R)	2016	25-34	1051
North Burnett (R)	2016	35-44	1091
North Burnett (R)	2016	45-54	1467
North Burnett (R)	2016	55-64	1525
North Burnett (R)	2016	65-74	1442
North Burnett (R)	2016	75-84	772
North Burnett (R)	2016	85+	292
Northern Peninsula Area (R)	2006	0-4	235
Northern Peninsula Area (R)	2006	5-14	492
Northern Peninsula Area (R)	2006	15-19	201
Northern Peninsula Area (R)	2006	20-24	145
Northern Peninsula Area (R)	2006	25-34	268
Northern Peninsula Area (R)	2006	35-44	232
Northern Peninsula Area (R)	2006	45-54	185
Northern Peninsula Area (R)	2006	55-64	104
Northern Peninsula Area (R)	2006	65-74	42
Northern Peninsula Area (R)	2006	75-84	23
Northern Peninsula Area (R)	2006	85+	3
Northern Peninsula Area (R)	2011	0-4	321
Northern Peninsula Area (R)	2011	5-14	483
Northern Peninsula Area (R)	2011	15-19	221
Northern Peninsula Area (R)	2011	20-24	204
Northern Peninsula Area (R)	2011	25-34	310
Northern Peninsula Area (R)	2011	35-44	271
Northern Peninsula Area (R)	2011	45-54	226
Northern Peninsula Area (R)	2011	55-64	158
Northern Peninsula Area (R)	2011	65-74	56
Northern Peninsula Area (R)	2011	75-84	29
Northern Peninsula Area (R)	2011	85+	11
Northern Peninsula Area (R)	2016	0-4	402
Northern Peninsula Area (R)	2016	5-14	625
Northern Peninsula Area (R)	2016	15-19	246
Northern Peninsula Area (R)	2016	20-24	241
Northern Peninsula Area (R)	2016	25-34	401
Northern Peninsula Area (R)	2016	35-44	307
Northern Peninsula Area (R)	2016	45-54	277
Northern Peninsula Area (R)	2016	55-64	190
Northern Peninsula Area (R)	2016	65-74	82
Northern Peninsula Area (R)	2016	75-84	13
Northern Peninsula Area (R)	2016	85+	6
Palm Island (S)	2006	0-4	241
Palm Island (S)	2006	5-14	469
Palm Island (S)	2006	15-19	182
Palm Island (S)	2006	20-24	173
Palm Island (S)	2006	25-34	300
Palm Island (S)	2006	35-44	300
Palm Island (S)	2006	45-54	184
Palm Island (S)	2006	55-64	88
Palm Island (S)	2006	65-74	33
Palm Island (S)	2006	75-84	10
Palm Island (S)	2006	85+	0
Palm Island (S)	2011	0-4	263
Palm Island (S)	2011	5-14	474
Palm Island (S)	2011	15-19	266
Palm Island (S)	2011	20-24	184
Palm Island (S)	2011	25-34	328
Palm Island (S)	2011	35-44	331
Palm Island (S)	2011	45-54	271
Palm Island (S)	2011	55-64	167
Palm Island (S)	2011	65-74	40
Palm Island (S)	2011	75-84	14
Palm Island (S)	2011	85+	0
Palm Island (S)	2016	0-4	324
Palm Island (S)	2016	5-14	457
Palm Island (S)	2016	15-19	223
Palm Island (S)	2016	20-24	232
Palm Island (S)	2016	25-34	347
Palm Island (S)	2016	35-44	268
Palm Island (S)	2016	45-54	325
Palm Island (S)	2016	55-64	199
Palm Island (S)	2016	65-74	69
Palm Island (S)	2016	75-84	8
Palm Island (S)	2016	85+	0
Paroo (S)	2006	0-4	146
Paroo (S)	2006	5-14	289
Paroo (S)	2006	15-19	86
Paroo (S)	2006	20-24	120
Paroo (S)	2006	25-34	215
Paroo (S)	2006	35-44	250
Paroo (S)	2006	45-54	304
Paroo (S)	2006	55-64	265
Paroo (S)	2006	65-74	164
Paroo (S)	2006	75-84	73
Paroo (S)	2006	85+	19
Paroo (S)	2011	0-4	165
Paroo (S)	2011	5-14	258
Paroo (S)	2011	15-19	88
Paroo (S)	2011	20-24	104
Paroo (S)	2011	25-34	214
Paroo (S)	2011	35-44	224
Paroo (S)	2011	45-54	286
Paroo (S)	2011	55-64	240
Paroo (S)	2011	65-74	172
Paroo (S)	2011	75-84	78
Paroo (S)	2011	85+	19
Paroo (S)	2016	0-4	116
Paroo (S)	2016	5-14	195
Paroo (S)	2016	15-19	67
Paroo (S)	2016	20-24	83
Paroo (S)	2016	25-34	176
Paroo (S)	2016	35-44	164
Paroo (S)	2016	45-54	234
Paroo (S)	2016	55-64	294
Paroo (S)	2016	65-74	198
Paroo (S)	2016	75-84	89
Paroo (S)	2016	85+	29
Pormpuraaw (S)	2006	0-4	73
Pormpuraaw (S)	2006	5-14	95
Pormpuraaw (S)	2006	15-19	36
Pormpuraaw (S)	2006	20-24	37
Pormpuraaw (S)	2006	25-34	112
Pormpuraaw (S)	2006	35-44	95
Pormpuraaw (S)	2006	45-54	66
Pormpuraaw (S)	2006	55-64	73
Pormpuraaw (S)	2006	65-74	18
Pormpuraaw (S)	2006	75-84	3
Pormpuraaw (S)	2006	85+	0
Pormpuraaw (S)	2011	0-4	66
Pormpuraaw (S)	2011	5-14	105
Pormpuraaw (S)	2011	15-19	43
Pormpuraaw (S)	2011	20-24	39
Pormpuraaw (S)	2011	25-34	107
Pormpuraaw (S)	2011	35-44	122
Pormpuraaw (S)	2011	45-54	81
Pormpuraaw (S)	2011	55-64	62
Pormpuraaw (S)	2011	65-74	27
Pormpuraaw (S)	2011	75-84	10
Pormpuraaw (S)	2011	85+	0
Pormpuraaw (S)	2016	0-4	69
Pormpuraaw (S)	2016	5-14	132
Pormpuraaw (S)	2016	15-19	50
Pormpuraaw (S)	2016	20-24	53
Pormpuraaw (S)	2016	25-34	100
Pormpuraaw (S)	2016	35-44	122
Pormpuraaw (S)	2016	45-54	109
Pormpuraaw (S)	2016	55-64	64
Pormpuraaw (S)	2016	65-74	41
Pormpuraaw (S)	2016	75-84	9
Pormpuraaw (S)	2016	85+	0
Quilpie (S)	2006	0-4	70
Quilpie (S)	2006	5-14	148
Quilpie (S)	2006	15-19	36
Quilpie (S)	2006	20-24	63
Quilpie (S)	2006	25-34	124
Quilpie (S)	2006	35-44	174
Quilpie (S)	2006	45-54	140
Quilpie (S)	2006	55-64	102
Quilpie (S)	2006	65-74	88
Quilpie (S)	2006	75-84	28
Quilpie (S)	2006	85+	4
Quilpie (S)	2011	0-4	72
Quilpie (S)	2011	5-14	131
Quilpie (S)	2011	15-19	39
Quilpie (S)	2011	20-24	66
Quilpie (S)	2011	25-34	117
Quilpie (S)	2011	35-44	130
Quilpie (S)	2011	45-54	178
Quilpie (S)	2011	55-64	118
Quilpie (S)	2011	65-74	76
Quilpie (S)	2011	75-84	42
Quilpie (S)	2011	85+	14
Quilpie (S)	2016	0-4	54
Quilpie (S)	2016	5-14	115
Quilpie (S)	2016	15-19	33
Quilpie (S)	2016	20-24	48
Quilpie (S)	2016	25-34	122
Quilpie (S)	2016	35-44	78
Quilpie (S)	2016	45-54	143
Quilpie (S)	2016	55-64	112
Quilpie (S)	2016	65-74	73
Quilpie (S)	2016	75-84	26
Quilpie (S)	2016	85+	9
Redland (C)	2006	0-4	7876
Redland (C)	2006	5-14	18821
Redland (C)	2006	15-19	9788
Redland (C)	2006	20-24	7537
Redland (C)	2006	25-34	13609
Redland (C)	2006	35-44	18610
Redland (C)	2006	45-54	19535
Redland (C)	2006	55-64	15293
Redland (C)	2006	65-74	8573
Redland (C)	2006	75-84	5925
Redland (C)	2006	85+	2071
Redland (C)	2011	0-4	8622
Redland (C)	2011	5-14	19188
Redland (C)	2011	15-19	10172
Redland (C)	2011	20-24	8145
Redland (C)	2011	25-34	14664
Redland (C)	2011	35-44	19188
Redland (C)	2011	45-54	20670
Redland (C)	2011	55-64	17943
Redland (C)	2011	65-74	11103
Redland (C)	2011	75-84	6249
Redland (C)	2011	85+	2714
Redland (C)	2016	0-4	8102
Redland (C)	2016	5-14	19502
Redland (C)	2016	15-19	9730
Redland (C)	2016	20-24	8191
Redland (C)	2016	25-34	15769
Redland (C)	2016	35-44	18459
Redland (C)	2016	45-54	21188
Redland (C)	2016	55-64	19872
Redland (C)	2016	65-74	15357
Redland (C)	2016	75-84	7557
Redland (C)	2016	85+	3279
Richmond (S)	2006	0-4	69
Richmond (S)	2006	5-14	136
Richmond (S)	2006	15-19	61
Richmond (S)	2006	20-24	62
Richmond (S)	2006	25-34	125
Richmond (S)	2006	35-44	132
Richmond (S)	2006	45-54	130
Richmond (S)	2006	55-64	88
Richmond (S)	2006	65-74	57
Richmond (S)	2006	75-84	36
Richmond (S)	2006	85+	3
Richmond (S)	2011	0-4	58
Richmond (S)	2011	5-14	123
Richmond (S)	2011	15-19	50
Richmond (S)	2011	20-24	55
Richmond (S)	2011	25-34	91
Richmond (S)	2011	35-44	120
Richmond (S)	2011	45-54	126
Richmond (S)	2011	55-64	106
Richmond (S)	2011	65-74	58
Richmond (S)	2011	75-84	36
Richmond (S)	2011	85+	16
Richmond (S)	2016	0-4	53
Richmond (S)	2016	5-14	94
Richmond (S)	2016	15-19	34
Richmond (S)	2016	20-24	63
Richmond (S)	2016	25-34	140
Richmond (S)	2016	35-44	81
Richmond (S)	2016	45-54	110
Richmond (S)	2016	55-64	107
Richmond (S)	2016	65-74	63
Richmond (S)	2016	75-84	36
Richmond (S)	2016	85+	8
Rockhampton (R)	2006	0-4	4844
Rockhampton (R)	2006	5-14	10865
Rockhampton (R)	2006	15-19	5696
Rockhampton (R)	2006	20-24	5204
Rockhampton (R)	2006	25-34	8968
Rockhampton (R)	2006	35-44	9809
Rockhampton (R)	2006	45-54	9684
Rockhampton (R)	2006	55-64	7348
Rockhampton (R)	2006	65-74	5166
Rockhampton (R)	2006	75-84	3487
Rockhampton (R)	2006	85+	1223
Rockhampton (R)	2011	0-4	5611
Rockhampton (R)	2011	5-14	10744
Rockhampton (R)	2011	15-19	5686
Rockhampton (R)	2011	20-24	5465
Rockhampton (R)	2011	25-34	10356
Rockhampton (R)	2011	35-44	9771
Rockhampton (R)	2011	45-54	10289
Rockhampton (R)	2011	55-64	8333
Rockhampton (R)	2011	65-74	5545
Rockhampton (R)	2011	75-84	3646
Rockhampton (R)	2011	85+	1335
Rockhampton (R)	2016	0-4	5507
Rockhampton (R)	2016	5-14	11069
Rockhampton (R)	2016	15-19	5548
Rockhampton (R)	2016	20-24	5408
Rockhampton (R)	2016	25-34	11087
Rockhampton (R)	2016	35-44	9543
Rockhampton (R)	2016	45-54	10348
Rockhampton (R)	2016	55-64	9284
Rockhampton (R)	2016	65-74	6434
Rockhampton (R)	2016	75-84	3889
Rockhampton (R)	2016	85+	1609
Scenic Rim (R)	2006	0-4	1968
Scenic Rim (R)	2006	5-14	5006
Scenic Rim (R)	2006	15-19	2185
Scenic Rim (R)	2006	20-24	1316
Scenic Rim (R)	2006	25-34	3165
Scenic Rim (R)	2006	35-44	4820
Scenic Rim (R)	2006	45-54	4897
Scenic Rim (R)	2006	55-64	4570
Scenic Rim (R)	2006	65-74	2843
Scenic Rim (R)	2006	75-84	1578
Scenic Rim (R)	2006	85+	532
Scenic Rim (R)	2011	0-4	2312
Scenic Rim (R)	2011	5-14	5210
Scenic Rim (R)	2011	15-19	2365
Scenic Rim (R)	2011	20-24	1500
Scenic Rim (R)	2011	25-34	3206
Scenic Rim (R)	2011	35-44	5061
Scenic Rim (R)	2011	45-54	5469
Scenic Rim (R)	2011	55-64	5141
Scenic Rim (R)	2011	65-74	3726
Scenic Rim (R)	2011	75-84	1791
Scenic Rim (R)	2011	85+	679
Scenic Rim (R)	2016	0-4	2022
Scenic Rim (R)	2016	5-14	5565
Scenic Rim (R)	2016	15-19	2446
Scenic Rim (R)	2016	20-24	1760
Scenic Rim (R)	2016	25-34	3505
Scenic Rim (R)	2016	35-44	4909
Scenic Rim (R)	2016	45-54	5967
Scenic Rim (R)	2016	55-64	5791
Scenic Rim (R)	2016	65-74	4940
Scenic Rim (R)	2016	75-84	2359
Scenic Rim (R)	2016	85+	804
Somerset (R)	2006	0-4	1114
Somerset (R)	2006	5-14	2843
Somerset (R)	2006	15-19	1163
Somerset (R)	2006	20-24	740
Somerset (R)	2006	25-34	1748
Somerset (R)	2006	35-44	2665
Somerset (R)	2006	45-54	2900
Somerset (R)	2006	55-64	2771
Somerset (R)	2006	65-74	1648
Somerset (R)	2006	75-84	781
Somerset (R)	2006	85+	223
Somerset (R)	2011	0-4	1449
Somerset (R)	2011	5-14	3125
Somerset (R)	2011	15-19	1387
Somerset (R)	2011	20-24	886
Somerset (R)	2011	25-34	2077
Somerset (R)	2011	35-44	2871
Somerset (R)	2011	45-54	3204
Somerset (R)	2011	55-64	3223
Somerset (R)	2011	65-74	2263
Somerset (R)	2011	75-84	876
Somerset (R)	2011	85+	279
Somerset (R)	2016	0-4	1570
Somerset (R)	2016	5-14	3461
Somerset (R)	2016	15-19	1472
Somerset (R)	2016	20-24	1153
Somerset (R)	2016	25-34	2439
Somerset (R)	2016	35-44	2836
Somerset (R)	2016	45-54	3375
Somerset (R)	2016	55-64	3711
Somerset (R)	2016	65-74	3015
Somerset (R)	2016	75-84	1221
Somerset (R)	2016	85+	346
South Burnett (R)	2006	0-4	1986
South Burnett (R)	2006	5-14	4416
South Burnett (R)	2006	15-19	1794
South Burnett (R)	2006	20-24	1306
South Burnett (R)	2006	25-34	2935
South Burnett (R)	2006	35-44	3702
South Burnett (R)	2006	45-54	4106
South Burnett (R)	2006	55-64	4151
South Burnett (R)	2006	65-74	2710
South Burnett (R)	2006	75-84	1489
South Burnett (R)	2006	85+	496
South Burnett (R)	2011	0-4	2145
South Burnett (R)	2011	5-14	4485
South Burnett (R)	2011	15-19	1874
South Burnett (R)	2011	20-24	1418
South Burnett (R)	2011	25-34	2845
South Burnett (R)	2011	35-44	3752
South Burnett (R)	2011	45-54	4129
South Burnett (R)	2011	55-64	4616
South Burnett (R)	2011	65-74	3454
South Burnett (R)	2011	75-84	1717
South Burnett (R)	2011	85+	605
South Burnett (R)	2016	0-4	1820
South Burnett (R)	2016	5-14	4309
South Burnett (R)	2016	15-19	1816
South Burnett (R)	2016	20-24	1523
South Burnett (R)	2016	25-34	2962
South Burnett (R)	2016	35-44	3454
South Burnett (R)	2016	45-54	4249
South Burnett (R)	2016	55-64	4663
South Burnett (R)	2016	65-74	4548
South Burnett (R)	2016	75-84	2129
South Burnett (R)	2016	85+	715
Southern Downs (R)	2006	0-4	2055
Southern Downs (R)	2006	5-14	4771
Southern Downs (R)	2006	15-19	2158
Southern Downs (R)	2006	20-24	1468
Southern Downs (R)	2006	25-34	3157
Southern Downs (R)	2006	35-44	4019
Southern Downs (R)	2006	45-54	4451
Southern Downs (R)	2006	55-64	4265
Southern Downs (R)	2006	65-74	2896
Southern Downs (R)	2006	75-84	1785
Southern Downs (R)	2006	85+	621
Southern Downs (R)	2011	0-4	2182
Southern Downs (R)	2011	5-14	4794
Southern Downs (R)	2011	15-19	2223
Southern Downs (R)	2011	20-24	1537
Southern Downs (R)	2011	25-34	3059
Southern Downs (R)	2011	35-44	3986
Southern Downs (R)	2011	45-54	4681
Southern Downs (R)	2011	55-64	4950
Southern Downs (R)	2011	65-74	3645
Southern Downs (R)	2011	75-84	2015
Southern Downs (R)	2011	85+	807
Southern Downs (R)	2016	0-4	1999
Southern Downs (R)	2016	5-14	4614
Southern Downs (R)	2016	15-19	2156
Southern Downs (R)	2016	20-24	1685
Southern Downs (R)	2016	25-34	3175
Southern Downs (R)	2016	35-44	3657
Southern Downs (R)	2016	45-54	4560
Southern Downs (R)	2016	55-64	5186
Southern Downs (R)	2016	65-74	4735
Southern Downs (R)	2016	75-84	2441
Southern Downs (R)	2016	85+	902
Sunshine Coast (R)	2006	0-4	13465
Sunshine Coast (R)	2006	5-14	31729
Sunshine Coast (R)	2006	15-19	15232
Sunshine Coast (R)	2006	20-24	12130
Sunshine Coast (R)	2006	25-34	24783
Sunshine Coast (R)	2006	35-44	32455
Sunshine Coast (R)	2006	45-54	33106
Sunshine Coast (R)	2006	55-64	28961
Sunshine Coast (R)	2006	65-74	20347
Sunshine Coast (R)	2006	75-84	13399
Sunshine Coast (R)	2006	85+	4266
Sunshine Coast (R)	2011	0-4	15335
Sunshine Coast (R)	2011	5-14	34109
Sunshine Coast (R)	2011	15-19	16580
Sunshine Coast (R)	2011	20-24	12954
Sunshine Coast (R)	2011	25-34	26580
Sunshine Coast (R)	2011	35-44	35588
Sunshine Coast (R)	2011	45-54	36745
Sunshine Coast (R)	2011	55-64	33831
Sunshine Coast (R)	2011	65-74	25458
Sunshine Coast (R)	2011	75-84	14878
Sunshine Coast (R)	2011	85+	5898
Sunshine Coast (R)	2016	0-4	15659
Sunshine Coast (R)	2016	5-14	37720
Sunshine Coast (R)	2016	15-19	17698
Sunshine Coast (R)	2016	20-24	15316
Sunshine Coast (R)	2016	25-34	31195
Sunshine Coast (R)	2016	35-44	37079
Sunshine Coast (R)	2016	45-54	41119
Sunshine Coast (R)	2016	55-64	38678
Sunshine Coast (R)	2016	65-74	33866
Sunshine Coast (R)	2016	75-84	18330
Sunshine Coast (R)	2016	85+	7706
Tablelands (R)	2006	0-4	1395
Tablelands (R)	2006	5-14	3426
Tablelands (R)	2006	15-19	1506
Tablelands (R)	2006	20-24	863
Tablelands (R)	2006	25-34	1983
Tablelands (R)	2006	35-44	3004
Tablelands (R)	2006	45-54	3489
Tablelands (R)	2006	55-64	3292
Tablelands (R)	2006	65-74	2094
Tablelands (R)	2006	75-84	1212
Tablelands (R)	2006	85+	422
Tablelands (R)	2011	0-4	1499
Tablelands (R)	2011	5-14	3278
Tablelands (R)	2011	15-19	1459
Tablelands (R)	2011	20-24	907
Tablelands (R)	2011	25-34	1954
Tablelands (R)	2011	35-44	2874
Tablelands (R)	2011	45-54	3502
Tablelands (R)	2011	55-64	3673
Tablelands (R)	2011	65-74	2691
Tablelands (R)	2011	75-84	1372
Tablelands (R)	2011	85+	508
Tablelands (R)	2016	0-4	1327
Tablelands (R)	2016	5-14	3178
Tablelands (R)	2016	15-19	1413
Tablelands (R)	2016	20-24	1025
Tablelands (R)	2016	25-34	2076
Tablelands (R)	2016	35-44	2513
Tablelands (R)	2016	45-54	3422
Tablelands (R)	2016	55-64	3989
Tablelands (R)	2016	65-74	3505
Tablelands (R)	2016	75-84	1755
Tablelands (R)	2016	85+	622
Toowoomba (R)	2006	0-4	9755
Toowoomba (R)	2006	5-14	21467
Toowoomba (R)	2006	15-19	10923
Toowoomba (R)	2006	20-24	9812
Toowoomba (R)	2006	25-34	16750
Toowoomba (R)	2006	35-44	19167
Toowoomba (R)	2006	45-54	19044
Toowoomba (R)	2006	55-64	15600
Toowoomba (R)	2006	65-74	10282
Toowoomba (R)	2006	75-84	6990
Toowoomba (R)	2006	85+	2497
Toowoomba (R)	2011	0-4	10918
Toowoomba (R)	2011	5-14	21581
Toowoomba (R)	2011	15-19	11090
Toowoomba (R)	2011	20-24	9297
Toowoomba (R)	2011	25-34	17750
Toowoomba (R)	2011	35-44	19517
Toowoomba (R)	2011	45-54	19937
Toowoomba (R)	2011	55-64	17656
Toowoomba (R)	2011	65-74	12682
Toowoomba (R)	2011	75-84	7715
Toowoomba (R)	2011	85+	3046
Toowoomba (R)	2016	0-4	10315
Toowoomba (R)	2016	5-14	22277
Toowoomba (R)	2016	15-19	10668
Toowoomba (R)	2016	20-24	10175
Toowoomba (R)	2016	25-34	19795
Toowoomba (R)	2016	35-44	19030
Toowoomba (R)	2016	45-54	20471
Toowoomba (R)	2016	55-64	19490
Toowoomba (R)	2016	65-74	15810
Toowoomba (R)	2016	75-84	8947
Toowoomba (R)	2016	85+	3802
Torres (S)	2006	0-4	363
Torres (S)	2006	5-14	666
Torres (S)	2006	15-19	271
Torres (S)	2006	20-24	230
Torres (S)	2006	25-34	522
Torres (S)	2006	35-44	400
Torres (S)	2006	45-54	383
Torres (S)	2006	55-64	212
Torres (S)	2006	65-74	101
Torres (S)	2006	75-84	59
Torres (S)	2006	85+	22
Torres (S)	2011	0-4	342
Torres (S)	2011	5-14	633
Torres (S)	2011	15-19	263
Torres (S)	2011	20-24	217
Torres (S)	2011	25-34	483
Torres (S)	2011	35-44	452
Torres (S)	2011	45-54	428
Torres (S)	2011	55-64	282
Torres (S)	2011	65-74	94
Torres (S)	2011	75-84	45
Torres (S)	2011	85+	20
Torres (S)	2016	0-4	312
Torres (S)	2016	5-14	666
Torres (S)	2016	15-19	289
Torres (S)	2016	20-24	289
Torres (S)	2016	25-34	621
Torres (S)	2016	35-44	485
Torres (S)	2016	45-54	396
Torres (S)	2016	55-64	356
Torres (S)	2016	65-74	132
Torres (S)	2016	75-84	46
Torres (S)	2016	85+	14
Torres Strait Island (R)	2006	0-4	640
Torres Strait Island (R)	2006	5-14	974
Torres Strait Island (R)	2006	15-19	301
Torres Strait Island (R)	2006	20-24	423
Torres Strait Island (R)	2006	25-34	629
Torres Strait Island (R)	2006	35-44	519
Torres Strait Island (R)	2006	45-54	457
Torres Strait Island (R)	2006	55-64	276
Torres Strait Island (R)	2006	65-74	124
Torres Strait Island (R)	2006	75-84	51
Torres Strait Island (R)	2006	85+	10
Torres Strait Island (R)	2011	0-4	574
Torres Strait Island (R)	2011	5-14	961
Torres Strait Island (R)	2011	15-19	317
Torres Strait Island (R)	2011	20-24	388
Torres Strait Island (R)	2011	25-34	611
Torres Strait Island (R)	2011	35-44	460
Torres Strait Island (R)	2011	45-54	428
Torres Strait Island (R)	2011	55-64	303
Torres Strait Island (R)	2011	65-74	130
Torres Strait Island (R)	2011	75-84	58
Torres Strait Island (R)	2011	85+	12
Torres Strait Island (R)	2016	0-4	545
Torres Strait Island (R)	2016	5-14	1017
Torres Strait Island (R)	2016	15-19	350
Torres Strait Island (R)	2016	20-24	406
Torres Strait Island (R)	2016	25-34	699
Torres Strait Island (R)	2016	35-44	492
Torres Strait Island (R)	2016	45-54	422
Torres Strait Island (R)	2016	55-64	353
Torres Strait Island (R)	2016	65-74	165
Torres Strait Island (R)	2016	75-84	51
Torres Strait Island (R)	2016	85+	6
Townsville (C)	2006	0-4	10807
Townsville (C)	2006	5-14	22696
Townsville (C)	2006	15-19	12061
Townsville (C)	2006	20-24	13179
Townsville (C)	2006	25-34	23079
Townsville (C)	2006	35-44	22922
Townsville (C)	2006	45-54	20708
Townsville (C)	2006	55-64	14783
Townsville (C)	2006	65-74	7980
Townsville (C)	2006	75-84	4807
Townsville (C)	2006	85+	1605
Townsville (C)	2011	0-4	12771
Townsville (C)	2011	5-14	24054
Townsville (C)	2011	15-19	13614
Townsville (C)	2011	20-24	14545
Townsville (C)	2011	25-34	25778
Townsville (C)	2011	35-44	25237
Townsville (C)	2011	45-54	23467
Townsville (C)	2011	55-64	17894
Townsville (C)	2011	65-74	10032
Townsville (C)	2011	75-84	5210
Townsville (C)	2011	85+	1852
Townsville (C)	2016	0-4	12635
Townsville (C)	2016	5-14	25073
Townsville (C)	2016	15-19	13258
Townsville (C)	2016	20-24	15741
Townsville (C)	2016	25-34	27731
Townsville (C)	2016	35-44	24836
Townsville (C)	2016	45-54	24477
Townsville (C)	2016	55-64	20507
Townsville (C)	2016	65-74	13761
Townsville (C)	2016	75-84	6417
Townsville (C)	2016	85+	2305
Weipa (T)	2006	0-4	272
Weipa (T)	2006	5-14	521
Weipa (T)	2006	15-19	161
Weipa (T)	2006	20-24	164
Weipa (T)	2006	25-34	529
Weipa (T)	2006	35-44	536
Weipa (T)	2006	45-54	439
Weipa (T)	2006	55-64	169
Weipa (T)	2006	65-74	25
Weipa (T)	2006	75-84	13
Weipa (T)	2006	85+	0
Weipa (T)	2011	0-4	319
Weipa (T)	2011	5-14	557
Weipa (T)	2011	15-19	205
Weipa (T)	2011	20-24	209
Weipa (T)	2011	25-34	632
Weipa (T)	2011	35-44	606
Weipa (T)	2011	45-54	460
Weipa (T)	2011	55-64	276
Weipa (T)	2011	65-74	53
Weipa (T)	2011	75-84	9
Weipa (T)	2011	85+	0
Weipa (T)	2016	0-4	370
Weipa (T)	2016	5-14	667
Weipa (T)	2016	15-19	221
Weipa (T)	2016	20-24	221
Weipa (T)	2016	25-34	710
Weipa (T)	2016	35-44	695
Weipa (T)	2016	45-54	608
Weipa (T)	2016	55-64	316
Weipa (T)	2016	65-74	84
Weipa (T)	2016	75-84	9
Weipa (T)	2016	85+	3
Western Downs (R)	2006	0-4	2156
Western Downs (R)	2006	5-14	4464
Western Downs (R)	2006	15-19	1793
Western Downs (R)	2006	20-24	1507
Western Downs (R)	2006	25-34	3235
Western Downs (R)	2006	35-44	4005
Western Downs (R)	2006	45-54	3909
Western Downs (R)	2006	55-64	3364
Western Downs (R)	2006	65-74	2200
Western Downs (R)	2006	75-84	1263
Western Downs (R)	2006	85+	502
Western Downs (R)	2011	0-4	2519
