LGA_NAME16	Year	NonSchoolQualification	Sex	persons
Kyogle (A)	2006	Advanced Diploma and Diploma	M	139
Kyogle (A)	2006	Bachelor	F	320
Kyogle (A)	2006	Bachelor	M	197
Kyogle (A)	2006	Graduate Diploma and Graduate Certificate	F	63
Kyogle (A)	2006	Graduate Diploma and Graduate Certificate	M	28
Kyogle (A)	2006	Postgraduate	F	35
Kyogle (A)	2006	Postgraduate	M	30
Kyogle (A)	2011		F	3256
Kyogle (A)	2011		M	3233
Kyogle (A)	2011	Certificate nfd	F	86
Kyogle (A)	2011	Certificate nfd	M	54
Kyogle (A)	2011	Certificate I and II Level	F	68
Kyogle (A)	2011	Certificate I and II Level	M	29
Kyogle (A)	2011	Certificate III and IV Level	F	387
Kyogle (A)	2011	Certificate III and IV Level	M	848
Kyogle (A)	2011	Advanced Diploma and Diploma	F	326
Kyogle (A)	2011	Advanced Diploma and Diploma	M	168
Kyogle (A)	2011	Bachelor	F	357
Kyogle (A)	2011	Bachelor	M	228
Kyogle (A)	2011	Graduate Diploma and Graduate Certificate	F	69
Kyogle (A)	2011	Graduate Diploma and Graduate Certificate	M	40
Kyogle (A)	2011	Postgraduate	F	37
Kyogle (A)	2011	Postgraduate	M	42
Kyogle (A)	2016		F	2896
Kyogle (A)	2016		M	3026
Kyogle (A)	2016	Certificate nfd	F	117
Kyogle (A)	2016	Certificate nfd	M	78
Kyogle (A)	2016	Certificate I and II Level	F	73
Kyogle (A)	2016	Certificate I and II Level	M	39
Kyogle (A)	2016	Certificate III and IV Level	F	461
Kyogle (A)	2016	Certificate III and IV Level	M	871
Kyogle (A)	2016	Advanced Diploma and Diploma	F	359
Kyogle (A)	2016	Advanced Diploma and Diploma	M	191
Kyogle (A)	2016	Bachelor	F	378
Kyogle (A)	2016	Bachelor	M	236
Kyogle (A)	2016	Graduate Diploma and Graduate Certificate	F	74
Kyogle (A)	2016	Graduate Diploma and Graduate Certificate	M	35
Kyogle (A)	2016	Postgraduate	F	53
Kyogle (A)	2016	Postgraduate	M	53
Lachlan (A)	2006		F	2667
Lachlan (A)	2006		M	2655
Lachlan (A)	2006	Certificate nfd	F	44
Lachlan (A)	2006	Certificate nfd	M	39
Lachlan (A)	2006	Certificate I and II Level	F	38
Lachlan (A)	2006	Certificate I and II Level	M	28
Lachlan (A)	2006	Certificate III and IV Level	F	179
Lachlan (A)	2006	Certificate III and IV Level	M	445
Lachlan (A)	2006	Advanced Diploma and Diploma	F	168
Lachlan (A)	2006	Advanced Diploma and Diploma	M	76
Lachlan (A)	2006	Bachelor	F	183
Lachlan (A)	2006	Bachelor	M	75
Lachlan (A)	2006	Graduate Diploma and Graduate Certificate	F	43
Lachlan (A)	2006	Graduate Diploma and Graduate Certificate	M	8
Lachlan (A)	2006	Postgraduate	F	16
Lachlan (A)	2006	Postgraduate	M	9
Lachlan (A)	2011		F	2423
Lachlan (A)	2011		M	2501
Lachlan (A)	2011	Certificate nfd	F	48
Lachlan (A)	2011	Certificate nfd	M	33
Lachlan (A)	2011	Certificate I and II Level	F	59
Lachlan (A)	2011	Certificate I and II Level	M	32
Lachlan (A)	2011	Certificate III and IV Level	F	226
Lachlan (A)	2011	Certificate III and IV Level	M	463
Lachlan (A)	2011	Advanced Diploma and Diploma	F	183
Lachlan (A)	2011	Advanced Diploma and Diploma	M	96
Lachlan (A)	2011	Bachelor	F	237
Lachlan (A)	2011	Bachelor	M	99
Lachlan (A)	2011	Graduate Diploma and Graduate Certificate	F	37
Lachlan (A)	2011	Graduate Diploma and Graduate Certificate	M	10
Lachlan (A)	2011	Postgraduate	F	15
Lachlan (A)	2011	Postgraduate	M	12
Lachlan (A)	2016		F	2276
Lachlan (A)	2016		M	2373
Lachlan (A)	2016	Certificate nfd	F	48
Lachlan (A)	2016	Certificate nfd	M	40
Lachlan (A)	2016	Certificate I and II Level	F	60
Lachlan (A)	2016	Certificate I and II Level	M	31
Lachlan (A)	2016	Certificate III and IV Level	F	243
Lachlan (A)	2016	Certificate III and IV Level	M	473
Lachlan (A)	2016	Advanced Diploma and Diploma	F	184
Lachlan (A)	2016	Advanced Diploma and Diploma	M	84
Lachlan (A)	2016	Bachelor	F	223
Lachlan (A)	2016	Bachelor	M	78
Lachlan (A)	2016	Graduate Diploma and Graduate Certificate	F	47
Lachlan (A)	2016	Graduate Diploma and Graduate Certificate	M	7
Lachlan (A)	2016	Postgraduate	F	18
Lachlan (A)	2016	Postgraduate	M	14
Lake Macquarie (C)	2006		F	69044
Lake Macquarie (C)	2006		M	55487
Lake Macquarie (C)	2006	Certificate nfd	F	2188
Lake Macquarie (C)	2006	Certificate nfd	M	1008
Lake Macquarie (C)	2006	Certificate I and II Level	F	1416
Lake Macquarie (C)	2006	Certificate I and II Level	M	620
Lake Macquarie (C)	2006	Certificate III and IV Level	F	6340
Lake Macquarie (C)	2006	Certificate III and IV Level	M	21312
Lake Macquarie (C)	2006	Advanced Diploma and Diploma	F	5931
Lake Macquarie (C)	2006	Advanced Diploma and Diploma	M	4188
Lake Macquarie (C)	2006	Bachelor	F	6724
Lake Macquarie (C)	2006	Bachelor	M	5122
Lake Macquarie (C)	2006	Graduate Diploma and Graduate Certificate	F	972
Lake Macquarie (C)	2006	Graduate Diploma and Graduate Certificate	M	565
Lake Macquarie (C)	2006	Postgraduate	F	886
Lake Macquarie (C)	2006	Postgraduate	M	1335
Lake Macquarie (C)	2011		F	66058
Lake Macquarie (C)	2011		M	54174
Lake Macquarie (C)	2011	Certificate nfd	F	2151
Lake Macquarie (C)	2011	Certificate nfd	M	957
Lake Macquarie (C)	2011	Certificate I and II Level	F	1480
Lake Macquarie (C)	2011	Certificate I and II Level	M	645
Lake Macquarie (C)	2011	Certificate III and IV Level	F	8642
Lake Macquarie (C)	2011	Certificate III and IV Level	M	22806
Lake Macquarie (C)	2011	Advanced Diploma and Diploma	F	6993
Lake Macquarie (C)	2011	Advanced Diploma and Diploma	M	5065
Lake Macquarie (C)	2011	Bachelor	F	8699
Lake Macquarie (C)	2011	Bachelor	M	6213
Lake Macquarie (C)	2011	Graduate Diploma and Graduate Certificate	F	1203
Lake Macquarie (C)	2011	Graduate Diploma and Graduate Certificate	M	701
Lake Macquarie (C)	2011	Postgraduate	F	1470
Lake Macquarie (C)	2011	Postgraduate	M	1750
Lake Macquarie (C)	2016		F	62837
Lake Macquarie (C)	2016		M	53531
Lake Macquarie (C)	2016	Certificate nfd	F	2852
Lake Macquarie (C)	2016	Certificate nfd	M	1488
Lake Macquarie (C)	2016	Certificate I and II Level	F	1478
Lake Macquarie (C)	2016	Certificate I and II Level	M	648
Lake Macquarie (C)	2016	Certificate III and IV Level	F	10608
Lake Macquarie (C)	2016	Certificate III and IV Level	M	24259
Lake Macquarie (C)	2016	Advanced Diploma and Diploma	F	8534
Lake Macquarie (C)	2016	Advanced Diploma and Diploma	M	5956
Lake Macquarie (C)	2016	Bachelor	F	10926
Lake Macquarie (C)	2016	Bachelor	M	7306
Lake Macquarie (C)	2016	Graduate Diploma and Graduate Certificate	F	1602
Lake Macquarie (C)	2016	Graduate Diploma and Graduate Certificate	M	873
Lake Macquarie (C)	2016	Postgraduate	F	2240
Lake Macquarie (C)	2016	Postgraduate	M	2233
Lane Cove (A)	2006		F	8194
Lane Cove (A)	2006		M	7682
Lane Cove (A)	2006	Certificate nfd	F	310
Lane Cove (A)	2006	Certificate nfd	M	158
Lane Cove (A)	2006	Certificate I and II Level	F	125
Lane Cove (A)	2006	Certificate I and II Level	M	64
Lane Cove (A)	2006	Certificate III and IV Level	F	528
Lane Cove (A)	2006	Certificate III and IV Level	M	1132
Lane Cove (A)	2006	Advanced Diploma and Diploma	F	1577
Lane Cove (A)	2006	Advanced Diploma and Diploma	M	998
Lane Cove (A)	2006	Bachelor	F	3380
Lane Cove (A)	2006	Bachelor	M	3303
Lane Cove (A)	2006	Graduate Diploma and Graduate Certificate	F	426
Lane Cove (A)	2006	Graduate Diploma and Graduate Certificate	M	225
Lane Cove (A)	2006	Postgraduate	F	1002
Lane Cove (A)	2006	Postgraduate	M	1322
Lane Cove (A)	2011		F	7734
Lane Cove (A)	2011		M	7219
Lane Cove (A)	2011	Certificate nfd	F	292
Lane Cove (A)	2011	Certificate nfd	M	159
Lane Cove (A)	2011	Certificate I and II Level	F	118
Lane Cove (A)	2011	Certificate I and II Level	M	66
Lane Cove (A)	2011	Certificate III and IV Level	F	584
Lane Cove (A)	2011	Certificate III and IV Level	M	1140
Lane Cove (A)	2011	Advanced Diploma and Diploma	F	1564
Lane Cove (A)	2011	Advanced Diploma and Diploma	M	1029
Lane Cove (A)	2011	Bachelor	F	4076
Lane Cove (A)	2011	Bachelor	M	3683
Lane Cove (A)	2011	Graduate Diploma and Graduate Certificate	F	495
Lane Cove (A)	2011	Graduate Diploma and Graduate Certificate	M	313
Lane Cove (A)	2011	Postgraduate	F	1389
Lane Cove (A)	2011	Postgraduate	M	1649
Lane Cove (A)	2016		F	7959
Lane Cove (A)	2016		M	8092
Lane Cove (A)	2016	Certificate nfd	F	345
Lane Cove (A)	2016	Certificate nfd	M	185
Lane Cove (A)	2016	Certificate I and II Level	F	101
Lane Cove (A)	2016	Certificate I and II Level	M	55
Lane Cove (A)	2016	Certificate III and IV Level	F	617
Lane Cove (A)	2016	Certificate III and IV Level	M	1182
Lane Cove (A)	2016	Advanced Diploma and Diploma	F	1594
Lane Cove (A)	2016	Advanced Diploma and Diploma	M	1158
Lane Cove (A)	2016	Bachelor	F	4992
Lane Cove (A)	2016	Bachelor	M	4425
Lane Cove (A)	2016	Graduate Diploma and Graduate Certificate	F	604
Lane Cove (A)	2016	Graduate Diploma and Graduate Certificate	M	378
Lane Cove (A)	2016	Postgraduate	F	2101
Lane Cove (A)	2016	Postgraduate	M	2258
Leeton (A)	2006		F	4387
Leeton (A)	2006		M	4167
Leeton (A)	2006	Certificate nfd	F	107
Leeton (A)	2006	Certificate nfd	M	46
Leeton (A)	2006	Certificate I and II Level	F	92
Leeton (A)	2006	Certificate I and II Level	M	44
Leeton (A)	2006	Certificate III and IV Level	F	323
Leeton (A)	2006	Certificate III and IV Level	M	949
Leeton (A)	2006	Advanced Diploma and Diploma	F	206
Leeton (A)	2006	Advanced Diploma and Diploma	M	132
Leeton (A)	2006	Bachelor	F	288
Leeton (A)	2006	Bachelor	M	212
Leeton (A)	2006	Graduate Diploma and Graduate Certificate	F	45
Leeton (A)	2006	Graduate Diploma and Graduate Certificate	M	30
Leeton (A)	2006	Postgraduate	F	28
Leeton (A)	2006	Postgraduate	M	51
Leeton (A)	2011		F	4330
Leeton (A)	2011		M	3933
Leeton (A)	2011	Certificate nfd	F	91
Leeton (A)	2011	Certificate nfd	M	44
Leeton (A)	2011	Certificate I and II Level	F	79
Leeton (A)	2011	Certificate I and II Level	M	36
Leeton (A)	2011	Certificate III and IV Level	F	445
Leeton (A)	2011	Certificate III and IV Level	M	997
Leeton (A)	2011	Advanced Diploma and Diploma	F	220
Leeton (A)	2011	Advanced Diploma and Diploma	M	145
Leeton (A)	2011	Bachelor	F	350
Leeton (A)	2011	Bachelor	M	222
Leeton (A)	2011	Graduate Diploma and Graduate Certificate	F	50
Leeton (A)	2011	Graduate Diploma and Graduate Certificate	M	24
Leeton (A)	2011	Postgraduate	F	33
Leeton (A)	2011	Postgraduate	M	35
Leeton (A)	2016		F	4060
Leeton (A)	2016		M	3832
Leeton (A)	2016	Certificate nfd	F	143
Leeton (A)	2016	Certificate nfd	M	49
Leeton (A)	2016	Certificate I and II Level	F	98
Leeton (A)	2016	Certificate I and II Level	M	42
Leeton (A)	2016	Certificate III and IV Level	F	508
Leeton (A)	2016	Certificate III and IV Level	M	1112
Leeton (A)	2016	Advanced Diploma and Diploma	F	308
Leeton (A)	2016	Advanced Diploma and Diploma	M	174
Leeton (A)	2016	Bachelor	F	419
Leeton (A)	2016	Bachelor	M	246
Leeton (A)	2016	Graduate Diploma and Graduate Certificate	F	51
Leeton (A)	2016	Graduate Diploma and Graduate Certificate	M	28
Leeton (A)	2016	Postgraduate	F	46
Leeton (A)	2016	Postgraduate	M	47
Lismore (C)	2006		F	15363
Lismore (C)	2006		M	13595
Lismore (C)	2006	Certificate nfd	F	428
Lismore (C)	2006	Certificate nfd	M	200
Lismore (C)	2006	Certificate I and II Level	F	402
Lismore (C)	2006	Certificate I and II Level	M	194
Lismore (C)	2006	Certificate III and IV Level	F	1525
Lismore (C)	2006	Certificate III and IV Level	M	3767
Lismore (C)	2006	Advanced Diploma and Diploma	F	1354
Lismore (C)	2006	Advanced Diploma and Diploma	M	864
Lismore (C)	2006	Bachelor	F	1974
Lismore (C)	2006	Bachelor	M	1439
Lismore (C)	2006	Graduate Diploma and Graduate Certificate	F	357
Lismore (C)	2006	Graduate Diploma and Graduate Certificate	M	182
Lismore (C)	2006	Postgraduate	F	264
Lismore (C)	2006	Postgraduate	M	302
Lismore (C)	2011		F	14199
Lismore (C)	2011		M	13136
Lismore (C)	2011	Certificate nfd	F	440
Lismore (C)	2011	Certificate nfd	M	195
Lismore (C)	2011	Certificate I and II Level	F	423
Lismore (C)	2011	Certificate I and II Level	M	219
Lismore (C)	2011	Certificate III and IV Level	F	2047
Lismore (C)	2011	Certificate III and IV Level	M	4160
Lismore (C)	2011	Advanced Diploma and Diploma	F	1575
Lismore (C)	2011	Advanced Diploma and Diploma	M	966
Lismore (C)	2011	Bachelor	F	2398
Lismore (C)	2011	Bachelor	M	1643
Lismore (C)	2011	Graduate Diploma and Graduate Certificate	F	434
Lismore (C)	2011	Graduate Diploma and Graduate Certificate	M	201
Lismore (C)	2011	Postgraduate	F	348
Lismore (C)	2011	Postgraduate	M	386
Lismore (C)	2016		F	13217
Lismore (C)	2016		M	12577
Lismore (C)	2016	Certificate nfd	F	583
Lismore (C)	2016	Certificate nfd	M	310
Lismore (C)	2016	Certificate I and II Level	F	372
Lismore (C)	2016	Certificate I and II Level	M	233
Lismore (C)	2016	Certificate III and IV Level	F	2392
Lismore (C)	2016	Certificate III and IV Level	M	4346
Lismore (C)	2016	Advanced Diploma and Diploma	F	1813
Lismore (C)	2016	Advanced Diploma and Diploma	M	1072
Lismore (C)	2016	Bachelor	F	2772
Lismore (C)	2016	Bachelor	M	1750
Lismore (C)	2016	Graduate Diploma and Graduate Certificate	F	493
Lismore (C)	2016	Graduate Diploma and Graduate Certificate	M	227
Lismore (C)	2016	Postgraduate	F	518
Lismore (C)	2016	Postgraduate	M	460
Lithgow (C)	2006		F	7727
Lithgow (C)	2006		M	6874
Lithgow (C)	2006	Certificate nfd	F	181
Lithgow (C)	2006	Certificate nfd	M	95
Lithgow (C)	2006	Certificate I and II Level	F	149
Lithgow (C)	2006	Certificate I and II Level	M	74
Lithgow (C)	2006	Certificate III and IV Level	F	626
Lithgow (C)	2006	Certificate III and IV Level	M	2263
Lithgow (C)	2006	Advanced Diploma and Diploma	F	430
Lithgow (C)	2006	Advanced Diploma and Diploma	M	315
Lithgow (C)	2006	Bachelor	F	481
Lithgow (C)	2006	Bachelor	M	296
Lithgow (C)	2006	Graduate Diploma and Graduate Certificate	F	86
Lithgow (C)	2006	Graduate Diploma and Graduate Certificate	M	46
Lithgow (C)	2006	Postgraduate	F	59
Lithgow (C)	2006	Postgraduate	M	58
Lithgow (C)	2011		F	7385
Lithgow (C)	2011		M	6850
Lithgow (C)	2011	Certificate nfd	F	185
Lithgow (C)	2011	Certificate nfd	M	104
Lithgow (C)	2011	Certificate I and II Level	F	181
Lithgow (C)	2011	Certificate I and II Level	M	70
Lithgow (C)	2011	Certificate III and IV Level	F	878
Lithgow (C)	2011	Certificate III and IV Level	M	2407
Lithgow (C)	2011	Advanced Diploma and Diploma	F	504
Lithgow (C)	2011	Advanced Diploma and Diploma	M	363
Lithgow (C)	2011	Bachelor	F	550
Lithgow (C)	2011	Bachelor	M	372
Lithgow (C)	2011	Graduate Diploma and Graduate Certificate	F	115
Lithgow (C)	2011	Graduate Diploma and Graduate Certificate	M	45
Lithgow (C)	2011	Postgraduate	F	71
Lithgow (C)	2011	Postgraduate	M	78
Lithgow (C)	2016		F	7227
Lithgow (C)	2016		M	6896
Lithgow (C)	2016	Certificate nfd	F	255
Lithgow (C)	2016	Certificate nfd	M	141
Lithgow (C)	2016	Certificate I and II Level	F	199
Lithgow (C)	2016	Certificate I and II Level	M	89
Lithgow (C)	2016	Certificate III and IV Level	F	1059
Lithgow (C)	2016	Certificate III and IV Level	M	2547
Lithgow (C)	2016	Advanced Diploma and Diploma	F	698
Lithgow (C)	2016	Advanced Diploma and Diploma	M	454
Lithgow (C)	2016	Bachelor	F	710
Lithgow (C)	2016	Bachelor	M	394
Lithgow (C)	2016	Graduate Diploma and Graduate Certificate	F	129
Lithgow (C)	2016	Graduate Diploma and Graduate Certificate	M	64
Lithgow (C)	2016	Postgraduate	F	124
Lithgow (C)	2016	Postgraduate	M	104
Liverpool (C)	2006		F	64360
Liverpool (C)	2006		M	58867
Liverpool (C)	2006	Certificate nfd	F	1458
Liverpool (C)	2006	Certificate nfd	M	765
Liverpool (C)	2006	Certificate I and II Level	F	1213
Liverpool (C)	2006	Certificate I and II Level	M	487
Liverpool (C)	2006	Certificate III and IV Level	F	4305
Liverpool (C)	2006	Certificate III and IV Level	M	12631
Liverpool (C)	2006	Advanced Diploma and Diploma	F	4628
Liverpool (C)	2006	Advanced Diploma and Diploma	M	3590
Liverpool (C)	2006	Bachelor	F	5680
Liverpool (C)	2006	Bachelor	M	4377
Liverpool (C)	2006	Graduate Diploma and Graduate Certificate	F	361
Liverpool (C)	2006	Graduate Diploma and Graduate Certificate	M	270
Liverpool (C)	2006	Postgraduate	F	723
Liverpool (C)	2006	Postgraduate	M	891
Liverpool (C)	2011		F	66633
Liverpool (C)	2011		M	61657
Liverpool (C)	2011	Certificate nfd	F	1457
Liverpool (C)	2011	Certificate nfd	M	764
Liverpool (C)	2011	Certificate I and II Level	F	1313
Liverpool (C)	2011	Certificate I and II Level	M	582
Liverpool (C)	2011	Certificate III and IV Level	F	5863
Liverpool (C)	2011	Certificate III and IV Level	M	13874
Liverpool (C)	2011	Advanced Diploma and Diploma	F	6001
Liverpool (C)	2011	Advanced Diploma and Diploma	M	4709
Liverpool (C)	2011	Bachelor	F	7621
Liverpool (C)	2011	Bachelor	M	5934
Liverpool (C)	2011	Graduate Diploma and Graduate Certificate	F	549
Liverpool (C)	2011	Graduate Diploma and Graduate Certificate	M	349
Liverpool (C)	2011	Postgraduate	F	1386
Liverpool (C)	2011	Postgraduate	M	1457
Liverpool (C)	2016		F	70586
Liverpool (C)	2016		M	67602
Liverpool (C)	2016	Certificate nfd	F	1967
Liverpool (C)	2016	Certificate nfd	M	1275
Liverpool (C)	2016	Certificate I and II Level	F	1214
Liverpool (C)	2016	Certificate I and II Level	M	603
Liverpool (C)	2016	Certificate III and IV Level	F	7075
Liverpool (C)	2016	Certificate III and IV Level	M	14948
Liverpool (C)	2016	Advanced Diploma and Diploma	F	8069
Liverpool (C)	2016	Advanced Diploma and Diploma	M	6097
Liverpool (C)	2016	Bachelor	F	10666
Liverpool (C)	2016	Bachelor	M	7962
Liverpool (C)	2016	Graduate Diploma and Graduate Certificate	F	813
Liverpool (C)	2016	Graduate Diploma and Graduate Certificate	M	496
Liverpool (C)	2016	Postgraduate	F	2585
Liverpool (C)	2016	Postgraduate	M	2368
Liverpool Plains (A)	2006		F	2987
Liverpool Plains (A)	2006		M	2845
Liverpool Plains (A)	2006	Certificate nfd	F	70
Liverpool Plains (A)	2006	Certificate nfd	M	49
Liverpool Plains (A)	2006	Certificate I and II Level	F	80
Liverpool Plains (A)	2006	Certificate I and II Level	M	28
Liverpool Plains (A)	2006	Certificate III and IV Level	F	202
Liverpool Plains (A)	2006	Certificate III and IV Level	M	587
Liverpool Plains (A)	2006	Advanced Diploma and Diploma	F	179
Liverpool Plains (A)	2006	Advanced Diploma and Diploma	M	113
Liverpool Plains (A)	2006	Bachelor	F	208
Liverpool Plains (A)	2006	Bachelor	M	109
Liverpool Plains (A)	2006	Graduate Diploma and Graduate Certificate	F	41
Liverpool Plains (A)	2006	Graduate Diploma and Graduate Certificate	M	13
Liverpool Plains (A)	2006	Postgraduate	F	9
Liverpool Plains (A)	2006	Postgraduate	M	15
Liverpool Plains (A)	2011		F	2787
Liverpool Plains (A)	2011		M	2764
Liverpool Plains (A)	2011	Certificate nfd	F	62
Liverpool Plains (A)	2011	Certificate nfd	M	40
Liverpool Plains (A)	2011	Certificate I and II Level	F	60
Liverpool Plains (A)	2011	Certificate I and II Level	M	36
Liverpool Plains (A)	2011	Certificate III and IV Level	F	348
Liverpool Plains (A)	2011	Certificate III and IV Level	M	650
Liverpool Plains (A)	2011	Advanced Diploma and Diploma	F	179
Liverpool Plains (A)	2011	Advanced Diploma and Diploma	M	141
Liverpool Plains (A)	2011	Bachelor	F	226
Liverpool Plains (A)	2011	Bachelor	M	115
Liverpool Plains (A)	2011	Graduate Diploma and Graduate Certificate	F	35
Liverpool Plains (A)	2011	Graduate Diploma and Graduate Certificate	M	8
Liverpool Plains (A)	2011	Postgraduate	F	13
Liverpool Plains (A)	2011	Postgraduate	M	17
Liverpool Plains (A)	2016		F	2708
Liverpool Plains (A)	2016		M	2759
Liverpool Plains (A)	2016	Certificate nfd	F	95
Liverpool Plains (A)	2016	Certificate nfd	M	48
Liverpool Plains (A)	2016	Certificate I and II Level	F	78
Liverpool Plains (A)	2016	Certificate I and II Level	M	39
Liverpool Plains (A)	2016	Certificate III and IV Level	F	353
Liverpool Plains (A)	2016	Certificate III and IV Level	M	721
Liverpool Plains (A)	2016	Advanced Diploma and Diploma	F	250
Liverpool Plains (A)	2016	Advanced Diploma and Diploma	M	145
Liverpool Plains (A)	2016	Bachelor	F	262
Liverpool Plains (A)	2016	Bachelor	M	123
Liverpool Plains (A)	2016	Graduate Diploma and Graduate Certificate	F	37
Liverpool Plains (A)	2016	Graduate Diploma and Graduate Certificate	M	10
Liverpool Plains (A)	2016	Postgraduate	F	32
Liverpool Plains (A)	2016	Postgraduate	M	25
Lockhart (A)	2006		F	1156
Lockhart (A)	2006		M	1152
Lockhart (A)	2006	Certificate nfd	F	33
Lockhart (A)	2006	Certificate nfd	M	17
Lockhart (A)	2006	Certificate I and II Level	F	28
Lockhart (A)	2006	Certificate I and II Level	M	10
Lockhart (A)	2006	Certificate III and IV Level	F	102
Lockhart (A)	2006	Certificate III and IV Level	M	345
Lockhart (A)	2006	Advanced Diploma and Diploma	F	91
Lockhart (A)	2006	Advanced Diploma and Diploma	M	54
Lockhart (A)	2006	Bachelor	F	113
Lockhart (A)	2006	Bachelor	M	37
Lockhart (A)	2006	Graduate Diploma and Graduate Certificate	F	27
Lockhart (A)	2006	Graduate Diploma and Graduate Certificate	M	3
Lockhart (A)	2006	Postgraduate	F	9
Lockhart (A)	2006	Postgraduate	M	8
Lockhart (A)	2011		F	1043
Lockhart (A)	2011		M	1050
Lockhart (A)	2011	Certificate nfd	F	24
Lockhart (A)	2011	Certificate nfd	M	22
Lockhart (A)	2011	Certificate I and II Level	F	19
Lockhart (A)	2011	Certificate I and II Level	M	12
Lockhart (A)	2011	Certificate III and IV Level	F	147
Lockhart (A)	2011	Certificate III and IV Level	M	324
Lockhart (A)	2011	Advanced Diploma and Diploma	F	88
Lockhart (A)	2011	Advanced Diploma and Diploma	M	63
Lockhart (A)	2011	Bachelor	F	127
Lockhart (A)	2011	Bachelor	M	44
Lockhart (A)	2011	Graduate Diploma and Graduate Certificate	F	18
Lockhart (A)	2011	Graduate Diploma and Graduate Certificate	M	3
