STE_NAME16	Year	Age	NonSchoolQualification	Sex	adults
South Australia	2011	65-74	Graduate Diploma and Graduate Certificate	M	651
South Australia	2011	65-74	Postgraduate	F	865
South Australia	2011	65-74	Postgraduate	M	1806
South Australia	2011	75-84		F	10532
South Australia	2011	75-84		M	6892
South Australia	2011	75-84	Certificate nfd	F	402
South Australia	2011	75-84	Certificate nfd	M	434
South Australia	2011	75-84	Certificate I and II Level	F	111
South Australia	2011	75-84	Certificate I and II Level	M	99
South Australia	2011	75-84	Certificate III and IV Level	F	1237
South Australia	2011	75-84	Certificate III and IV Level	M	7930
South Australia	2011	75-84	Advanced Diploma and Diploma	F	1785
South Australia	2011	75-84	Advanced Diploma and Diploma	M	1773
South Australia	2011	75-84	Bachelor	F	1811
South Australia	2011	75-84	Bachelor	M	1750
South Australia	2011	75-84	Graduate Diploma and Graduate Certificate	F	186
South Australia	2011	75-84	Graduate Diploma and Graduate Certificate	M	168
South Australia	2011	75-84	Postgraduate	F	179
South Australia	2011	75-84	Postgraduate	M	649
South Australia	2011	85+		F	7280
South Australia	2011	85+		M	3250
South Australia	2011	85+	Certificate nfd	F	164
South Australia	2011	85+	Certificate nfd	M	108
South Australia	2011	85+	Certificate I and II Level	F	40
South Australia	2011	85+	Certificate I and II Level	M	18
South Australia	2011	85+	Certificate III and IV Level	F	403
South Australia	2011	85+	Certificate III and IV Level	M	2209
South Australia	2011	85+	Advanced Diploma and Diploma	F	683
South Australia	2011	85+	Advanced Diploma and Diploma	M	516
South Australia	2011	85+	Bachelor	F	576
South Australia	2011	85+	Bachelor	M	557
South Australia	2011	85+	Graduate Diploma and Graduate Certificate	F	42
South Australia	2011	85+	Graduate Diploma and Graduate Certificate	M	21
South Australia	2011	85+	Postgraduate	F	40
South Australia	2011	85+	Postgraduate	M	139
South Australia	2016	15-19		F	3799
South Australia	2016	15-19		M	4005
South Australia	2016	15-19	Certificate nfd	F	375
South Australia	2016	15-19	Certificate nfd	M	238
South Australia	2016	15-19	Certificate I and II Level	F	926
South Australia	2016	15-19	Certificate I and II Level	M	774
South Australia	2016	15-19	Certificate III and IV Level	F	2505
South Australia	2016	15-19	Certificate III and IV Level	M	2337
South Australia	2016	15-19	Advanced Diploma and Diploma	F	244
South Australia	2016	15-19	Advanced Diploma and Diploma	M	150
South Australia	2016	15-19	Bachelor	F	51
South Australia	2016	15-19	Bachelor	M	41
South Australia	2016	15-19	Graduate Diploma and Graduate Certificate	F	6
South Australia	2016	15-19	Graduate Diploma and Graduate Certificate	M	3
South Australia	2016	15-19	Postgraduate	F	3
South Australia	2016	15-19	Postgraduate	M	7
South Australia	2016	20-24		F	3544
South Australia	2016	20-24		M	4185
South Australia	2016	20-24	Certificate nfd	F	832
South Australia	2016	20-24	Certificate nfd	M	603
South Australia	2016	20-24	Certificate I and II Level	F	1726
South Australia	2016	20-24	Certificate I and II Level	M	1463
South Australia	2016	20-24	Certificate III and IV Level	F	8190
South Australia	2016	20-24	Certificate III and IV Level	M	10478
South Australia	2016	20-24	Advanced Diploma and Diploma	F	2992
South Australia	2016	20-24	Advanced Diploma and Diploma	M	1951
South Australia	2016	20-24	Bachelor	F	8116
South Australia	2016	20-24	Bachelor	M	5158
South Australia	2016	20-24	Graduate Diploma and Graduate Certificate	F	340
South Australia	2016	20-24	Graduate Diploma and Graduate Certificate	M	109
South Australia	2016	20-24	Postgraduate	F	437
South Australia	2016	20-24	Postgraduate	M	264
South Australia	2016	25-34		F	7606
South Australia	2016	25-34		M	9257
South Australia	2016	25-34	Certificate nfd	F	2035
South Australia	2016	25-34	Certificate nfd	M	1475
South Australia	2016	25-34	Certificate I and II Level	F	2803
South Australia	2016	25-34	Certificate I and II Level	M	1941
South Australia	2016	25-34	Certificate III and IV Level	F	18304
South Australia	2016	25-34	Certificate III and IV Level	M	28659
South Australia	2016	25-34	Advanced Diploma and Diploma	F	10877
South Australia	2016	25-34	Advanced Diploma and Diploma	M	7841
South Australia	2016	25-34	Bachelor	F	30110
South Australia	2016	25-34	Bachelor	M	19691
South Australia	2016	25-34	Graduate Diploma and Graduate Certificate	F	2771
South Australia	2016	25-34	Graduate Diploma and Graduate Certificate	M	1284
South Australia	2016	25-34	Postgraduate	F	7819
South Australia	2016	25-34	Postgraduate	M	5762
South Australia	2016	35-44		F	7067
South Australia	2016	35-44		M	8846
South Australia	2016	35-44	Certificate nfd	F	3013
South Australia	2016	35-44	Certificate nfd	M	1760
South Australia	2016	35-44	Certificate I and II Level	F	2278
South Australia	2016	35-44	Certificate I and II Level	M	1299
South Australia	2016	35-44	Certificate III and IV Level	F	15333
South Australia	2016	35-44	Certificate III and IV Level	M	25834
South Australia	2016	35-44	Advanced Diploma and Diploma	F	12820
South Australia	2016	35-44	Advanced Diploma and Diploma	M	9295
South Australia	2016	35-44	Bachelor	F	24900
South Australia	2016	35-44	Bachelor	M	17360
South Australia	2016	35-44	Graduate Diploma and Graduate Certificate	F	3625
South Australia	2016	35-44	Graduate Diploma and Graduate Certificate	M	1844
South Australia	2016	35-44	Postgraduate	F	6854
South Australia	2016	35-44	Postgraduate	M	6530
South Australia	2016	45-54		F	8484
South Australia	2016	45-54		M	9572
South Australia	2016	45-54	Certificate nfd	F	3276
South Australia	2016	45-54	Certificate nfd	M	2032
South Australia	2016	45-54	Certificate I and II Level	F	1845
South Australia	2016	45-54	Certificate I and II Level	M	934
South Australia	2016	45-54	Certificate III and IV Level	F	15664
South Australia	2016	45-54	Certificate III and IV Level	M	28990
South Australia	2016	45-54	Advanced Diploma and Diploma	F	14896
South Australia	2016	45-54	Advanced Diploma and Diploma	M	10371
South Australia	2016	45-54	Bachelor	F	16582
South Australia	2016	45-54	Bachelor	M	12449
South Australia	2016	45-54	Graduate Diploma and Graduate Certificate	F	3581
South Australia	2016	45-54	Graduate Diploma and Graduate Certificate	M	2032
South Australia	2016	45-54	Postgraduate	F	4594
South Australia	2016	45-54	Postgraduate	M	4941
South Australia	2016	55-64		F	9262
South Australia	2016	55-64		M	9313
South Australia	2016	55-64	Certificate nfd	F	3054
South Australia	2016	55-64	Certificate nfd	M	2144
South Australia	2016	55-64	Certificate I and II Level	F	1415
South Australia	2016	55-64	Certificate I and II Level	M	691
South Australia	2016	55-64	Certificate III and IV Level	F	11036
South Australia	2016	55-64	Certificate III and IV Level	M	25945
South Australia	2016	55-64	Advanced Diploma and Diploma	F	13220
South Australia	2016	55-64	Advanced Diploma and Diploma	M	9366
South Australia	2016	55-64	Bachelor	F	13434
South Australia	2016	55-64	Bachelor	M	10690
South Australia	2016	55-64	Graduate Diploma and Graduate Certificate	F	3580
South Australia	2016	55-64	Graduate Diploma and Graduate Certificate	M	2139
South Australia	2016	55-64	Postgraduate	F	3477
South Australia	2016	55-64	Postgraduate	M	4040
South Australia	2016	65-74		F	10302
South Australia	2016	65-74		M	8543
South Australia	2016	65-74	Certificate nfd	F	2175
South Australia	2016	65-74	Certificate nfd	M	1894
South Australia	2016	65-74	Certificate I and II Level	F	707
South Australia	2016	65-74	Certificate I and II Level	M	430
South Australia	2016	65-74	Certificate III and IV Level	F	4792
South Australia	2016	65-74	Certificate III and IV Level	M	18823
South Australia	2016	65-74	Advanced Diploma and Diploma	F	7522
South Australia	2016	65-74	Advanced Diploma and Diploma	M	6840
South Australia	2016	65-74	Bachelor	F	7598
South Australia	2016	65-74	Bachelor	M	7395
South Australia	2016	65-74	Graduate Diploma and Graduate Certificate	F	1779
South Australia	2016	65-74	Graduate Diploma and Graduate Certificate	M	1224
South Australia	2016	65-74	Postgraduate	F	1785
South Australia	2016	65-74	Postgraduate	M	2744
South Australia	2016	75-84		F	8742
South Australia	2016	75-84		M	6140
South Australia	2016	75-84	Certificate nfd	F	829
South Australia	2016	75-84	Certificate nfd	M	842
South Australia	2016	75-84	Certificate I and II Level	F	188
South Australia	2016	75-84	Certificate I and II Level	M	125
South Australia	2016	75-84	Certificate III and IV Level	F	1390
South Australia	2016	75-84	Certificate III and IV Level	M	9799
South Australia	2016	75-84	Advanced Diploma and Diploma	F	2566
South Australia	2016	75-84	Advanced Diploma and Diploma	M	2383
South Australia	2016	75-84	Bachelor	F	2659
South Australia	2016	75-84	Bachelor	M	2367
South Australia	2016	75-84	Graduate Diploma and Graduate Certificate	F	391
South Australia	2016	75-84	Graduate Diploma and Graduate Certificate	M	292
South Australia	2016	75-84	Postgraduate	F	389
South Australia	2016	75-84	Postgraduate	M	1035
South Australia	2016	85+		F	6391
South Australia	2016	85+		M	3296
South Australia	2016	85+	Certificate nfd	F	394
South Australia	2016	85+	Certificate nfd	M	261
South Australia	2016	85+	Certificate I and II Level	F	58
South Australia	2016	85+	Certificate I and II Level	M	36
South Australia	2016	85+	Certificate III and IV Level	F	556
South Australia	2016	85+	Certificate III and IV Level	M	3007
South Australia	2016	85+	Advanced Diploma and Diploma	F	1016
South Australia	2016	85+	Advanced Diploma and Diploma	M	746
South Australia	2016	85+	Bachelor	F	940
South Australia	2016	85+	Bachelor	M	842
South Australia	2016	85+	Graduate Diploma and Graduate Certificate	F	75
South Australia	2016	85+	Graduate Diploma and Graduate Certificate	M	55
South Australia	2016	85+	Postgraduate	F	73
South Australia	2016	85+	Postgraduate	M	257
Western Australia	2006	15-19		F	8399
Western Australia	2006	15-19		M	9294
Western Australia	2006	15-19	Certificate nfd	F	542
Western Australia	2006	15-19	Certificate nfd	M	274
Western Australia	2006	15-19	Certificate I and II Level	F	1366
Western Australia	2006	15-19	Certificate I and II Level	M	898
Western Australia	2006	15-19	Certificate III and IV Level	F	2814
Western Australia	2006	15-19	Certificate III and IV Level	M	2994
Western Australia	2006	15-19	Advanced Diploma and Diploma	F	864
Western Australia	2006	15-19	Advanced Diploma and Diploma	M	467
Western Australia	2006	15-19	Bachelor	F	75
Western Australia	2006	15-19	Bachelor	M	63
Western Australia	2006	15-19	Graduate Diploma and Graduate Certificate	F	13
Western Australia	2006	15-19	Graduate Diploma and Graduate Certificate	M	5
Western Australia	2006	15-19	Postgraduate	F	0
Western Australia	2006	15-19	Postgraduate	M	3
Western Australia	2006	20-24		F	6840
Western Australia	2006	20-24		M	9142
Western Australia	2006	20-24	Certificate nfd	F	1412
Western Australia	2006	20-24	Certificate nfd	M	752
Western Australia	2006	20-24	Certificate I and II Level	F	2268
Western Australia	2006	20-24	Certificate I and II Level	M	1375
Western Australia	2006	20-24	Certificate III and IV Level	F	8559
Western Australia	2006	20-24	Certificate III and IV Level	M	11845
Western Australia	2006	20-24	Advanced Diploma and Diploma	F	5001
Western Australia	2006	20-24	Advanced Diploma and Diploma	M	3715
Western Australia	2006	20-24	Bachelor	F	9930
Western Australia	2006	20-24	Bachelor	M	6575
Western Australia	2006	20-24	Graduate Diploma and Graduate Certificate	F	401
Western Australia	2006	20-24	Graduate Diploma and Graduate Certificate	M	141
Western Australia	2006	20-24	Postgraduate	F	213
Western Australia	2006	20-24	Postgraduate	M	171
Western Australia	2006	25-34		F	13758
Western Australia	2006	25-34		M	17029
Western Australia	2006	25-34	Certificate nfd	F	4009
Western Australia	2006	25-34	Certificate nfd	M	1555
Western Australia	2006	25-34	Certificate I and II Level	F	2541
Western Australia	2006	25-34	Certificate I and II Level	M	1348
Western Australia	2006	25-34	Certificate III and IV Level	F	13852
Western Australia	2006	25-34	Certificate III and IV Level	M	32026
Western Australia	2006	25-34	Advanced Diploma and Diploma	F	12513
Western Australia	2006	25-34	Advanced Diploma and Diploma	M	7923
Western Australia	2006	25-34	Bachelor	F	28851
Western Australia	2006	25-34	Bachelor	M	21049
Western Australia	2006	25-34	Graduate Diploma and Graduate Certificate	F	3141
Western Australia	2006	25-34	Graduate Diploma and Graduate Certificate	M	1401
Western Australia	2006	25-34	Postgraduate	F	3130
Western Australia	2006	25-34	Postgraduate	M	2869
Western Australia	2006	35-44		F	17227
Western Australia	2006	35-44		M	18055
Western Australia	2006	35-44	Certificate nfd	F	4375
Western Australia	2006	35-44	Certificate nfd	M	1732
Western Australia	2006	35-44	Certificate I and II Level	F	2106
Western Australia	2006	35-44	Certificate I and II Level	M	855
Western Australia	2006	35-44	Certificate III and IV Level	F	13071
Western Australia	2006	35-44	Certificate III and IV Level	M	39319
Western Australia	2006	35-44	Advanced Diploma and Diploma	F	16276
Western Australia	2006	35-44	Advanced Diploma and Diploma	M	10133
Western Australia	2006	35-44	Bachelor	F	23094
Western Australia	2006	35-44	Bachelor	M	18882
Western Australia	2006	35-44	Graduate Diploma and Graduate Certificate	F	3752
Western Australia	2006	35-44	Graduate Diploma and Graduate Certificate	M	2115
Western Australia	2006	35-44	Postgraduate	F	3820
Western Australia	2006	35-44	Postgraduate	M	5049
Western Australia	2006	45-54		F	17138
Western Australia	2006	45-54		M	16356
Western Australia	2006	45-54	Certificate nfd	F	3870
Western Australia	2006	45-54	Certificate nfd	M	1718
Western Australia	2006	45-54	Certificate I and II Level	F	1664
Western Australia	2006	45-54	Certificate I and II Level	M	676
Western Australia	2006	45-54	Certificate III and IV Level	F	10586
Western Australia	2006	45-54	Certificate III and IV Level	M	37240
Western Australia	2006	45-54	Advanced Diploma and Diploma	F	15917
Western Australia	2006	45-54	Advanced Diploma and Diploma	M	11313
Western Australia	2006	45-54	Bachelor	F	17485
Western Australia	2006	45-54	Bachelor	M	16077
Western Australia	2006	45-54	Graduate Diploma and Graduate Certificate	F	3484
Western Australia	2006	45-54	Graduate Diploma and Graduate Certificate	M	2173
Western Australia	2006	45-54	Postgraduate	F	3346
Western Australia	2006	45-54	Postgraduate	M	5161
Western Australia	2006	55-64		F	14984
Western Australia	2006	55-64		M	13370
Western Australia	2006	55-64	Certificate nfd	F	2434
Western Australia	2006	55-64	Certificate nfd	M	1396
Western Australia	2006	55-64	Certificate I and II Level	F	904
Western Australia	2006	55-64	Certificate I and II Level	M	469
Western Australia	2006	55-64	Certificate III and IV Level	F	5745
Western Australia	2006	55-64	Certificate III and IV Level	M	26546
Western Australia	2006	55-64	Advanced Diploma and Diploma	F	9523
Western Australia	2006	55-64	Advanced Diploma and Diploma	M	9295
Western Australia	2006	55-64	Bachelor	F	9554
Western Australia	2006	55-64	Bachelor	M	9976
Western Australia	2006	55-64	Graduate Diploma and Graduate Certificate	F	1631
Western Australia	2006	55-64	Graduate Diploma and Graduate Certificate	M	1201
Western Australia	2006	55-64	Postgraduate	F	1778
Western Australia	2006	55-64	Postgraduate	M	3613
Western Australia	2006	65-74		F	12919
Western Australia	2006	65-74		M	9975
Western Australia	2006	65-74	Certificate nfd	F	1035
Western Australia	2006	65-74	Certificate nfd	M	583
Western Australia	2006	65-74	Certificate I and II Level	F	287
Western Australia	2006	65-74	Certificate I and II Level	M	201
Western Australia	2006	65-74	Certificate III and IV Level	F	1914
Western Australia	2006	65-74	Certificate III and IV Level	M	14998
Western Australia	2006	65-74	Advanced Diploma and Diploma	F	4272
Western Australia	2006	65-74	Advanced Diploma and Diploma	M	4375
Western Australia	2006	65-74	Bachelor	F	3951
Western Australia	2006	65-74	Bachelor	M	3649
Western Australia	2006	65-74	Graduate Diploma and Graduate Certificate	F	495
Western Australia	2006	65-74	Graduate Diploma and Graduate Certificate	M	407
Western Australia	2006	65-74	Postgraduate	F	459
Western Australia	2006	65-74	Postgraduate	M	1336
Western Australia	2006	75-84		F	13008
Western Australia	2006	75-84		M	8623
Western Australia	2006	75-84	Certificate nfd	F	515
Western Australia	2006	75-84	Certificate nfd	M	285
Western Australia	2006	75-84	Certificate I and II Level	F	107
Western Australia	2006	75-84	Certificate I and II Level	M	110
Western Australia	2006	75-84	Certificate III and IV Level	F	1024
Western Australia	2006	75-84	Certificate III and IV Level	M	6496
Western Australia	2006	75-84	Advanced Diploma and Diploma	F	1768
Western Australia	2006	75-84	Advanced Diploma and Diploma	M	1976
Western Australia	2006	75-84	Bachelor	F	1583
Western Australia	2006	75-84	Bachelor	M	1679
Western Australia	2006	75-84	Graduate Diploma and Graduate Certificate	F	147
Western Australia	2006	75-84	Graduate Diploma and Graduate Certificate	M	134
Western Australia	2006	75-84	Postgraduate	F	137
Western Australia	2006	75-84	Postgraduate	M	475
Western Australia	2006	85+		F	6430
Western Australia	2006	85+		M	2784
Western Australia	2006	85+	Certificate nfd	F	137
