SA4_NAME16	Year	Age	NonSchoolQualification	Sex	adults
Central Coast	2006	55-64	Postgraduate	M	383
Central Coast	2006	65-74		F	3058
Central Coast	2006	65-74		M	1991
Central Coast	2006	65-74	Certificate nfd	F	272
Central Coast	2006	65-74	Certificate nfd	M	174
Central Coast	2006	65-74	Certificate I and II Level	F	59
Central Coast	2006	65-74	Certificate I and II Level	M	41
Central Coast	2006	65-74	Certificate III and IV Level	F	410
Central Coast	2006	65-74	Certificate III and IV Level	M	3414
Central Coast	2006	65-74	Advanced Diploma and Diploma	F	760
Central Coast	2006	65-74	Advanced Diploma and Diploma	M	657
Central Coast	2006	65-74	Bachelor	F	550
Central Coast	2006	65-74	Bachelor	M	617
Central Coast	2006	65-74	Graduate Diploma and Graduate Certificate	F	101
Central Coast	2006	65-74	Graduate Diploma and Graduate Certificate	M	84
Central Coast	2006	65-74	Postgraduate	F	72
Central Coast	2006	65-74	Postgraduate	M	192
Central Coast	2006	75-84		F	3801
Central Coast	2006	75-84		M	2217
Central Coast	2006	75-84	Certificate nfd	F	154
Central Coast	2006	75-84	Certificate nfd	M	120
Central Coast	2006	75-84	Certificate I and II Level	F	33
Central Coast	2006	75-84	Certificate I and II Level	M	32
Central Coast	2006	75-84	Certificate III and IV Level	F	302
Central Coast	2006	75-84	Certificate III and IV Level	M	2170
Central Coast	2006	75-84	Advanced Diploma and Diploma	F	429
Central Coast	2006	75-84	Advanced Diploma and Diploma	M	464
Central Coast	2006	75-84	Bachelor	F	282
Central Coast	2006	75-84	Bachelor	M	394
Central Coast	2006	75-84	Graduate Diploma and Graduate Certificate	F	29
Central Coast	2006	75-84	Graduate Diploma and Graduate Certificate	M	29
Central Coast	2006	75-84	Postgraduate	F	28
Central Coast	2006	75-84	Postgraduate	M	93
Central Coast	2006	85+		F	1792
Central Coast	2006	85+		M	813
Central Coast	2006	85+	Certificate nfd	F	35
Central Coast	2006	85+	Certificate nfd	M	19
Central Coast	2006	85+	Certificate I and II Level	F	4
Central Coast	2006	85+	Certificate I and II Level	M	4
Central Coast	2006	85+	Certificate III and IV Level	F	83
Central Coast	2006	85+	Certificate III and IV Level	M	420
Central Coast	2006	85+	Advanced Diploma and Diploma	F	107
Central Coast	2006	85+	Advanced Diploma and Diploma	M	101
Central Coast	2006	85+	Bachelor	F	49
Central Coast	2006	85+	Bachelor	M	79
Central Coast	2006	85+	Graduate Diploma and Graduate Certificate	F	7
Central Coast	2006	85+	Graduate Diploma and Graduate Certificate	M	4
Central Coast	2006	85+	Postgraduate	F	3
Central Coast	2006	85+	Postgraduate	M	9
Central Coast	2011	15-19		F	1006
Central Coast	2011	15-19		M	1152
Central Coast	2011	15-19	Certificate nfd	F	84
Central Coast	2011	15-19	Certificate nfd	M	44
Central Coast	2011	15-19	Certificate I and II Level	F	230
Central Coast	2011	15-19	Certificate I and II Level	M	141
Central Coast	2011	15-19	Certificate III and IV Level	F	458
Central Coast	2011	15-19	Certificate III and IV Level	M	377
Central Coast	2011	15-19	Advanced Diploma and Diploma	F	62
Central Coast	2011	15-19	Advanced Diploma and Diploma	M	37
Central Coast	2011	15-19	Bachelor	F	4
Central Coast	2011	15-19	Bachelor	M	0
Central Coast	2011	15-19	Graduate Diploma and Graduate Certificate	F	0
Central Coast	2011	15-19	Graduate Diploma and Graduate Certificate	M	0
Central Coast	2011	15-19	Postgraduate	F	3
Central Coast	2011	15-19	Postgraduate	M	0
Central Coast	2011	20-24		F	653
Central Coast	2011	20-24		M	692
Central Coast	2011	20-24	Certificate nfd	F	203
Central Coast	2011	20-24	Certificate nfd	M	128
Central Coast	2011	20-24	Certificate I and II Level	F	297
Central Coast	2011	20-24	Certificate I and II Level	M	198
Central Coast	2011	20-24	Certificate III and IV Level	F	1737
Central Coast	2011	20-24	Certificate III and IV Level	M	2080
Central Coast	2011	20-24	Advanced Diploma and Diploma	F	679
Central Coast	2011	20-24	Advanced Diploma and Diploma	M	270
Central Coast	2011	20-24	Bachelor	F	679
Central Coast	2011	20-24	Bachelor	M	428
Central Coast	2011	20-24	Graduate Diploma and Graduate Certificate	F	18
Central Coast	2011	20-24	Graduate Diploma and Graduate Certificate	M	11
Central Coast	2011	20-24	Postgraduate	F	16
Central Coast	2011	20-24	Postgraduate	M	9
Central Coast	2011	25-34		F	1164
Central Coast	2011	25-34		M	1334
Central Coast	2011	25-34	Certificate nfd	F	419
Central Coast	2011	25-34	Certificate nfd	M	208
Central Coast	2011	25-34	Certificate I and II Level	F	484
Central Coast	2011	25-34	Certificate I and II Level	M	296
Central Coast	2011	25-34	Certificate III and IV Level	F	3557
Central Coast	2011	25-34	Certificate III and IV Level	M	5202
Central Coast	2011	25-34	Advanced Diploma and Diploma	F	1826
Central Coast	2011	25-34	Advanced Diploma and Diploma	M	1133
Central Coast	2011	25-34	Bachelor	F	3212
Central Coast	2011	25-34	Bachelor	M	1606
Central Coast	2011	25-34	Graduate Diploma and Graduate Certificate	F	261
Central Coast	2011	25-34	Graduate Diploma and Graduate Certificate	M	92
Central Coast	2011	25-34	Postgraduate	F	332
Central Coast	2011	25-34	Postgraduate	M	237
Central Coast	2011	35-44		F	1770
Central Coast	2011	35-44		M	1712
Central Coast	2011	35-44	Certificate nfd	F	697
Central Coast	2011	35-44	Certificate nfd	M	236
Central Coast	2011	35-44	Certificate I and II Level	F	538
Central Coast	2011	35-44	Certificate I and II Level	M	195
Central Coast	2011	35-44	Certificate III and IV Level	F	3362
Central Coast	2011	35-44	Certificate III and IV Level	M	6337
Central Coast	2011	35-44	Advanced Diploma and Diploma	F	2874
Central Coast	2011	35-44	Advanced Diploma and Diploma	M	1823
Central Coast	2011	35-44	Bachelor	F	3177
Central Coast	2011	35-44	Bachelor	M	1987
Central Coast	2011	35-44	Graduate Diploma and Graduate Certificate	F	389
Central Coast	2011	35-44	Graduate Diploma and Graduate Certificate	M	207
Central Coast	2011	35-44	Postgraduate	F	552
Central Coast	2011	35-44	Postgraduate	M	460
Central Coast	2011	45-54		F	2346
Central Coast	2011	45-54		M	1967
Central Coast	2011	45-54	Certificate nfd	F	796
Central Coast	2011	45-54	Certificate nfd	M	311
Central Coast	2011	45-54	Certificate I and II Level	F	482
Central Coast	2011	45-54	Certificate I and II Level	M	153
Central Coast	2011	45-54	Certificate III and IV Level	F	3156
Central Coast	2011	45-54	Certificate III and IV Level	M	7012
Central Coast	2011	45-54	Advanced Diploma and Diploma	F	2521
Central Coast	2011	45-54	Advanced Diploma and Diploma	M	1740
Central Coast	2011	45-54	Bachelor	F	2508
Central Coast	2011	45-54	Bachelor	M	1690
Central Coast	2011	45-54	Graduate Diploma and Graduate Certificate	F	511
Central Coast	2011	45-54	Graduate Diploma and Graduate Certificate	M	250
Central Coast	2011	45-54	Postgraduate	F	497
Central Coast	2011	45-54	Postgraduate	M	605
Central Coast	2011	55-64		F	2462
Central Coast	2011	55-64		M	1924
Central Coast	2011	55-64	Certificate nfd	F	746
Central Coast	2011	55-64	Certificate nfd	M	357
Central Coast	2011	55-64	Certificate I and II Level	F	357
Central Coast	2011	55-64	Certificate I and II Level	M	138
Central Coast	2011	55-64	Certificate III and IV Level	F	1656
Central Coast	2011	55-64	Certificate III and IV Level	M	5610
Central Coast	2011	55-64	Advanced Diploma and Diploma	F	1984
Central Coast	2011	55-64	Advanced Diploma and Diploma	M	1374
Central Coast	2011	55-64	Bachelor	F	1789
Central Coast	2011	55-64	Bachelor	M	1658
Central Coast	2011	55-64	Graduate Diploma and Graduate Certificate	F	398
Central Coast	2011	55-64	Graduate Diploma and Graduate Certificate	M	318
Central Coast	2011	55-64	Postgraduate	F	420
Central Coast	2011	55-64	Postgraduate	M	543
Central Coast	2011	65-74		F	2855
Central Coast	2011	65-74		M	1888
Central Coast	2011	65-74	Certificate nfd	F	420
Central Coast	2011	65-74	Certificate nfd	M	283
Central Coast	2011	65-74	Certificate I and II Level	F	100
Central Coast	2011	65-74	Certificate I and II Level	M	76
Central Coast	2011	65-74	Certificate III and IV Level	F	653
Central Coast	2011	65-74	Certificate III and IV Level	M	4109
Central Coast	2011	65-74	Advanced Diploma and Diploma	F	1130
Central Coast	2011	65-74	Advanced Diploma and Diploma	M	864
Central Coast	2011	65-74	Bachelor	F	824
Central Coast	2011	65-74	Bachelor	M	888
Central Coast	2011	65-74	Graduate Diploma and Graduate Certificate	F	151
Central Coast	2011	65-74	Graduate Diploma and Graduate Certificate	M	119
Central Coast	2011	65-74	Postgraduate	F	155
Central Coast	2011	65-74	Postgraduate	M	306
Central Coast	2011	75-84		F	3014
Central Coast	2011	75-84		M	1859
Central Coast	2011	75-84	Certificate nfd	F	154
Central Coast	2011	75-84	Certificate nfd	M	123
Central Coast	2011	75-84	Certificate I and II Level	F	51
Central Coast	2011	75-84	Certificate I and II Level	M	34
Central Coast	2011	75-84	Certificate III and IV Level	F	337
Central Coast	2011	75-84	Certificate III and IV Level	M	2289
Central Coast	2011	75-84	Advanced Diploma and Diploma	F	521
Central Coast	2011	75-84	Advanced Diploma and Diploma	M	496
Central Coast	2011	75-84	Bachelor	F	397
Central Coast	2011	75-84	Bachelor	M	411
Central Coast	2011	75-84	Graduate Diploma and Graduate Certificate	F	58
Central Coast	2011	75-84	Graduate Diploma and Graduate Certificate	M	42
Central Coast	2011	75-84	Postgraduate	F	52
Central Coast	2011	75-84	Postgraduate	M	113
Central Coast	2011	85+		F	2000
Central Coast	2011	85+		M	916
Central Coast	2011	85+	Certificate nfd	F	67
Central Coast	2011	85+	Certificate nfd	M	18
Central Coast	2011	85+	Certificate I and II Level	F	19
Central Coast	2011	85+	Certificate I and II Level	M	4
Central Coast	2011	85+	Certificate III and IV Level	F	127
Central Coast	2011	85+	Certificate III and IV Level	M	690
Central Coast	2011	85+	Advanced Diploma and Diploma	F	115
Central Coast	2011	85+	Advanced Diploma and Diploma	M	127
Central Coast	2011	85+	Bachelor	F	90
Central Coast	2011	85+	Bachelor	M	144
Central Coast	2011	85+	Graduate Diploma and Graduate Certificate	F	4
Central Coast	2011	85+	Graduate Diploma and Graduate Certificate	M	11
Central Coast	2011	85+	Postgraduate	F	3
Central Coast	2011	85+	Postgraduate	M	24
Central Coast	2016	15-19		F	771
Central Coast	2016	15-19		M	838
Central Coast	2016	15-19	Certificate nfd	F	86
Central Coast	2016	15-19	Certificate nfd	M	34
Central Coast	2016	15-19	Certificate I and II Level	F	202
Central Coast	2016	15-19	Certificate I and II Level	M	116
Central Coast	2016	15-19	Certificate III and IV Level	F	514
Central Coast	2016	15-19	Certificate III and IV Level	M	387
Central Coast	2016	15-19	Advanced Diploma and Diploma	F	120
Central Coast	2016	15-19	Advanced Diploma and Diploma	M	40
Central Coast	2016	15-19	Bachelor	F	7
Central Coast	2016	15-19	Bachelor	M	5
Central Coast	2016	15-19	Graduate Diploma and Graduate Certificate	F	6
Central Coast	2016	15-19	Graduate Diploma and Graduate Certificate	M	3
Central Coast	2016	15-19	Postgraduate	F	3
Central Coast	2016	15-19	Postgraduate	M	0
Central Coast	2016	20-24		F	661
Central Coast	2016	20-24		M	675
Central Coast	2016	20-24	Certificate nfd	F	197
Central Coast	2016	20-24	Certificate nfd	M	117
Central Coast	2016	20-24	Certificate I and II Level	F	283
Central Coast	2016	20-24	Certificate I and II Level	M	178
Central Coast	2016	20-24	Certificate III and IV Level	F	1869
Central Coast	2016	20-24	Certificate III and IV Level	M	2018
Central Coast	2016	20-24	Advanced Diploma and Diploma	F	759
Central Coast	2016	20-24	Advanced Diploma and Diploma	M	290
Central Coast	2016	20-24	Bachelor	F	837
Central Coast	2016	20-24	Bachelor	M	529
Central Coast	2016	20-24	Graduate Diploma and Graduate Certificate	F	41
Central Coast	2016	20-24	Graduate Diploma and Graduate Certificate	M	14
Central Coast	2016	20-24	Postgraduate	F	33
Central Coast	2016	20-24	Postgraduate	M	16
Central Coast	2016	25-34		F	1242
Central Coast	2016	25-34		M	1365
Central Coast	2016	25-34	Certificate nfd	F	393
Central Coast	2016	25-34	Certificate nfd	M	267
Central Coast	2016	25-34	Certificate I and II Level	F	357
Central Coast	2016	25-34	Certificate I and II Level	M	231
Central Coast	2016	25-34	Certificate III and IV Level	F	3994
Central Coast	2016	25-34	Certificate III and IV Level	M	5920
Central Coast	2016	25-34	Advanced Diploma and Diploma	F	2476
Central Coast	2016	25-34	Advanced Diploma and Diploma	M	1364
Central Coast	2016	25-34	Bachelor	F	3848
Central Coast	2016	25-34	Bachelor	M	2182
Central Coast	2016	25-34	Graduate Diploma and Graduate Certificate	F	356
Central Coast	2016	25-34	Graduate Diploma and Graduate Certificate	M	110
Central Coast	2016	25-34	Postgraduate	F	605
Central Coast	2016	25-34	Postgraduate	M	377
Central Coast	2016	35-44		F	1445
Central Coast	2016	35-44		M	1474
Central Coast	2016	35-44	Certificate nfd	F	588
Central Coast	2016	35-44	Certificate nfd	M	297
Central Coast	2016	35-44	Certificate I and II Level	F	442
Central Coast	2016	35-44	Certificate I and II Level	M	192
Central Coast	2016	35-44	Certificate III and IV Level	F	3775
Central Coast	2016	35-44	Certificate III and IV Level	M	6169
Central Coast	2016	35-44	Advanced Diploma and Diploma	F	3134
Central Coast	2016	35-44	Advanced Diploma and Diploma	M	2090
Central Coast	2016	35-44	Bachelor	F	4052
Central Coast	2016	35-44	Bachelor	M	2412
Central Coast	2016	35-44	Graduate Diploma and Graduate Certificate	F	495
Central Coast	2016	35-44	Graduate Diploma and Graduate Certificate	M	218
Central Coast	2016	35-44	Postgraduate	F	822
Central Coast	2016	35-44	Postgraduate	M	662
Central Coast	2016	45-54		F	1897
Central Coast	2016	45-54		M	1785
Central Coast	2016	45-54	Certificate nfd	F	885
Central Coast	2016	45-54	Certificate nfd	M	424
Central Coast	2016	45-54	Certificate I and II Level	F	464
Central Coast	2016	45-54	Certificate I and II Level	M	183
Central Coast	2016	45-54	Certificate III and IV Level	F	3810
Central Coast	2016	45-54	Certificate III and IV Level	M	6963
Central Coast	2016	45-54	Advanced Diploma and Diploma	F	3255
Central Coast	2016	45-54	Advanced Diploma and Diploma	M	2091
Central Coast	2016	45-54	Bachelor	F	2961
Central Coast	2016	45-54	Bachelor	M	1902
Central Coast	2016	45-54	Graduate Diploma and Graduate Certificate	F	497
Central Coast	2016	45-54	Graduate Diploma and Graduate Certificate	M	272
Central Coast	2016	45-54	Postgraduate	F	742
Central Coast	2016	45-54	Postgraduate	M	681
Central Coast	2016	55-64		F	2269
Central Coast	2016	55-64		M	1814
Central Coast	2016	55-64	Certificate nfd	F	1014
Central Coast	2016	55-64	Certificate nfd	M	501
Central Coast	2016	55-64	Certificate I and II Level	F	426
Central Coast	2016	55-64	Certificate I and II Level	M	149
Central Coast	2016	55-64	Certificate III and IV Level	F	2666
Central Coast	2016	55-64	Certificate III and IV Level	M	6288
Central Coast	2016	55-64	Advanced Diploma and Diploma	F	2706
Central Coast	2016	55-64	Advanced Diploma and Diploma	M	1735
Central Coast	2016	55-64	Bachelor	F	2521
Central Coast	2016	55-64	Bachelor	M	1898
Central Coast	2016	55-64	Graduate Diploma and Graduate Certificate	F	583
Central Coast	2016	55-64	Graduate Diploma and Graduate Certificate	M	342
Central Coast	2016	55-64	Postgraduate	F	629
Central Coast	2016	55-64	Postgraduate	M	659
Central Coast	2016	65-74		F	2867
Central Coast	2016	65-74		M	1926
Central Coast	2016	65-74	Certificate nfd	F	840
Central Coast	2016	65-74	Certificate nfd	M	508
Central Coast	2016	65-74	Certificate I and II Level	F	234
Central Coast	2016	65-74	Certificate I and II Level	M	115
Central Coast	2016	65-74	Certificate III and IV Level	F	1175
Central Coast	2016	65-74	Certificate III and IV Level	M	4918
Central Coast	2016	65-74	Advanced Diploma and Diploma	F	1743
Central Coast	2016	65-74	Advanced Diploma and Diploma	M	1217
Central Coast	2016	65-74	Bachelor	F	1414
Central Coast	2016	65-74	Bachelor	M	1383
Central Coast	2016	65-74	Graduate Diploma and Graduate Certificate	F	282
Central Coast	2016	65-74	Graduate Diploma and Graduate Certificate	M	196
Central Coast	2016	65-74	Postgraduate	F	317
Central Coast	2016	65-74	Postgraduate	M	514
Central Coast	2016	75-84		F	2638
Central Coast	2016	75-84		M	1656
Central Coast	2016	75-84	Certificate nfd	F	321
Central Coast	2016	75-84	Certificate nfd	M	212
Central Coast	2016	75-84	Certificate I and II Level	F	46
Central Coast	2016	75-84	Certificate I and II Level	M	35
Central Coast	2016	75-84	Certificate III and IV Level	F	348
Central Coast	2016	75-84	Certificate III and IV Level	M	2729
Central Coast	2016	75-84	Advanced Diploma and Diploma	F	685
Central Coast	2016	75-84	Advanced Diploma and Diploma	M	559
Central Coast	2016	75-84	Bachelor	F	540
Central Coast	2016	75-84	Bachelor	M	587
Central Coast	2016	75-84	Graduate Diploma and Graduate Certificate	F	79
Central Coast	2016	75-84	Graduate Diploma and Graduate Certificate	M	74
Central Coast	2016	75-84	Postgraduate	F	71
Central Coast	2016	75-84	Postgraduate	M	191
Central Coast	2016	85+		F	2039
Central Coast	2016	85+		M	993
Central Coast	2016	85+	Certificate nfd	F	122
Central Coast	2016	85+	Certificate nfd	M	71
Central Coast	2016	85+	Certificate I and II Level	F	25
Central Coast	2016	85+	Certificate I and II Level	M	6
Central Coast	2016	85+	Certificate III and IV Level	F	139
Central Coast	2016	85+	Certificate III and IV Level	M	881
Central Coast	2016	85+	Advanced Diploma and Diploma	F	210
Central Coast	2016	85+	Advanced Diploma and Diploma	M	206
Central Coast	2016	85+	Bachelor	F	136
Central Coast	2016	85+	Bachelor	M	187
Central Coast	2016	85+	Graduate Diploma and Graduate Certificate	F	17
Central Coast	2016	85+	Graduate Diploma and Graduate Certificate	M	23
Central Coast	2016	85+	Postgraduate	F	24
Central Coast	2016	85+	Postgraduate	M	58
Central West	2006	15-19		F	721
